structurePerIdRank	formulaRank	ConfidenceScoreExact	ConfidenceScoreApproximate	CSI:FingerIDScore	ZodiacScore	SiriusScoreNormalized	SiriusScore	molecularFormula	adduct	precursorFormula	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	1	0.225	0.225	-110.449		0.508	122.808	C8H14N2O5S2	[M + Na]+	C8H14N2NaO5S2+	ZLCOWUKVVFVVKA	InChI=1S/C8H14N2O5S2/c1-4(11)10-6(8(14)15)3-17-16-2-5(9)7(12)13/h5-6H,2-3,9H2,1H3,(H,10,11)(H,12,13)(H,14,15)	(2S)-3-[[(2S)-2-acetamido-2-carboxyethyl]disulfanyl]-2-aminopropanoic acid	CC(=O)NC(CSSCC(C(=O)O)N)C(=O)O	-3.700	22325493;9795757;154427177;129660921;56620526;92166784;10350556;140338805;65352;12049111	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0247775);BloodExposome:(12049111 10350556 65352);MESH:(12049111);PUBCHEM:(22325493 9795757 154427177 129660921 56620526 92166784 10350556 140338805 65352 12049111);DSSTox:(DTXSID30948643);PUBCHEMANNOTATIONDRUG;PUBMED	137493479502	305.021	63	1.043	878154939798897984	878154886770312416	878154886761923807	11069	
1	1	0.292	0.383	-181.097		0.780	80.981	C14H27N3O5S	[M + H]+	C14H28N3O5S+	DBXMFHGGHMXYHY	InChI=1S/C14H27N3O5S/c1-8(2)6-10(13(20)17-11(7-18)14(21)22)16-12(19)9(15)4-5-23-3/h8-11,18H,4-7,15H2,1-3H3,(H,16,19)(H,17,20)(H,21,22)	2-[[2-[(2-Amino-4-methylsulfanylbutanoyl)amino]-4-methylpentanoyl]amino]-3-hydroxypropanoic acid	CC(C)CC(C(=O)NC(CO)C(=O)O)NC(=O)C(CCSC)N	-0.717	9946351;18222883	CHEBI:(160876);PUBCHEM:(9946351 18222883)	34	350.172	81	1.354	878154936409900342	878154888066352392	878154888062158087	23295	
1	4	0.348	0.348	-326.364		0.000	123.291	C26H35N5O8	[M + H]+	C26H36N5O8+	JBXSNKDVSZACCK	InChI=1S/C26H35N5O8/c1-16(24(37)28-15-23(35)36)29-21(33)14-27-25(38)19-4-2-13-31(19)26(39)20-5-3-12-30(20)22(34)11-8-17-6-9-18(32)10-7-17/h6-7,9-10,16,19-20,32H,2-5,8,11-15H2,1H3,(H,27,38)(H,28,37)(H,29,33)(H,35,36)	deamino-Tyr-DL-Pro-DL-Pro-Gly-DL-Ala-Gly-OH	CC(C(=O)NCC(=O)O)NC(=O)CNC(=O)C1CCCN1C(=O)C2CCCN2C(=O)CCC3=CC=C(C=C3)O	-0.100	5488008;71339675	MESH:(5488008);PUBCHEM:(5488008 71339675);DSSTox:(DTXSID50152588);PUBMED:(null)	137438953542	546.263	97	1.621	878155846548702663	878154887948911876	878154887944717571	20484	
1	2	0.885	0.964	-143.052		0.099	115.932	C14H17N3O3	[M + H]+	C14H18N3O3+	WUGMRIBZSVSJNP	InChI=1S/C14H17N3O3/c1-8(15)13(18)17-12(14(19)20)6-9-7-16-11-5-3-2-4-10(9)11/h2-5,7-8,12,16H,6,15H2,1H3,(H,17,18)(H,19,20)	L-Alanyl-L-Tryptophan	CC(C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)O)N	0.458	67802199;67802200;129643312;21139959;102322334;6096913;92153650;78973228;1550278;85362;263474;61578909	PUBCHEMANNOTATIONBIO:(null);COCONUT:(CNP0304399);NORMAN:(NS00054920);HMDB:(HMDB0013209);BloodExposome:(85362);CHEBI:(73808);SUPERNATURAL:(SN0420183);PUBCHEM:(67802199 67802200 129643312 21139959 102322334 6096913 92153650 78973228 1550278 85362 263474 61578909);DSSTox:(DTXSID20874543 DTXSID901314661);LOTUS:(Q27144124);PUBMED:(null)	137731768426	276.134	97	1.623	878154916247881004	878154885054842036	878154885046453427	3366	
1	5	0.162	0.162	-279.247		0.000	79.667	C26H30N4O4	[M + H]+	C26H31N4O4+	ZRJUEYNHTGLKET	InChI=1S/C26H30N4O4/c1-17(2)23(26(34)29-21(24(32)27-4)15-19-11-7-5-8-12-19)30-25(33)22(28-18(3)31)16-20-13-9-6-10-14-20/h5-17,23H,1-4H3,(H,27,32)(H,28,31)(H,29,34)(H,30,33)	Acetyl-dehydrophenylalanyl-valyl-N-methyldehydrophenylalaninamide	CC(C)C(C(=O)NC(=CC1=CC=CC=C1)C(=O)NC)NC(=O)C(=CC2=CC=CC=C2)NC(=O)C	3.200	6450128	MESH:(6450128);PUBCHEM:(6450128);PUBMED:(null)	70	463.229	99	1.655	878155022380549474	878154885398774972	878154885394580667	5285	
1	4	0.048	0.048	-491.074		0.035	64.537	C32H44N4O6	[M + Na]+	C32H44N4NaO6+	MXCUGCXBYZLOQM	InChI=1S/C32H44N4O6/c1-31(2,3)42-30(41)35-24(20-14-18-11-6-7-12-19(18)15-20)29(40)36-16-21-23(32(21,4)5)25(36)28(39)34-22(26(37)27(33)38)13-17-9-8-10-17/h6-7,11-12,17,20-25H,8-10,13-16H2,1-5H3,(H2,33,38)(H,34,39)(H,35,41)	tert-butyl N-[(1S)-2-[(2S)-2-[(4-amino-1-cyclobutyl-3,4-dioxobutan-2-yl)carbamoyl]-6,6-dimethyl-3-azabicyclo[3.1.0]hexan-3-yl]-1-(2,3-dihydro-1H-inden-2-yl)-2-oxoethyl]carbamate	CC1(C2C1C(N(C2)C(=O)C(C3CC4=CC=CC=C4C3)NC(=O)OC(C)(C)C)C(=O)NC(CC5CCC5)C(=O)C(=O)N)C	4.200	58908919;16087164;58262957;57842502	PUBCHEMANNOTATIONBIO:(null);PUBCHEM:(58908919 16087164 58262957 57842502);PUBMED:(null)	16777282	603.311	110	1.826	878154969419072855	878154884169843876	878154884136289443	601	
1	2	0.123	0.123	-527.982		0.027	96.868	C23H41N7O10	[M + H]+	C23H42N7O10+	HWQMSUKATFRWNX	InChI=1S/C23H41N7O10/c1-10(2)7-14(28-19(35)12(4)26-18(34)11(3)24)21(37)27-13(5-6-17(25)33)20(36)29-15(8-31)22(38)30-16(9-32)23(39)40/h10-16,31-32H,5-9,24H2,1-4H3,(H2,25,33)(H,26,34)(H,27,37)(H,28,35)(H,29,36)(H,30,38)(H,39,40)	H-Ala-Ala-Leu-Gln-Ser-Ser-OH	CC(C)CC(C(=O)NC(CCC(=O)N)C(=O)NC(CO)C(=O)NC(CO)C(=O)O)NC(=O)C(C)NC(=O)C(C)N	-6.200	132992921;132992922	PUBCHEMANNOTATIONBIO:(null);PUBCHEM:(132992921 132992922)	16777218	576.302	125	2.091	878155759021966779	878154888183792908	878154888179598603	26569	
1	9	0.836	0.836	-274.049		0.000	115.694	C17H28N4O7	[M + Na]+	C17H28N4NaO7+	OAIGZYFGCNNVIE	InChI=1S/C17H28N4O7/c1-8(2)13(20-14(24)9(3)18)15(25)19-10(7-12(22)23)16(26)21-6-4-5-11(21)17(27)28/h8-11,13H,4-7,18H2,1-3H3,(H,19,25)(H,20,24)(H,22,23)(H,27,28)	H-DL-Ala-DL-Val-DL-Asp-DL-Pro-OH	CC(C)C(C(=O)NC(CC(=O)O)C(=O)N1CCCC1C(=O)O)NC(=O)C(C)N	-1.444	18240198;71464602	CHEBI:(73384);PUBCHEM:(18240198 71464602)	34	423.182	127	2.110	878155076403185008	878154886468322520	878154886459933911	9816	
1	4	0.483	0.483	-118.162		0.000	116.050	C27H37N5O5	[M + Na]+	C27H37N5NaO5+	GEGCKGYNEUXRAO	InChI=1S/C27H37N5O5/c1-16(2)13-21(30-24(33)20-9-5-11-28-20)25(34)31-22(26(35)32-12-6-10-23(32)27(36)37)14-17-15-29-19-8-4-3-7-18(17)19/h3-4,7-8,15-16,20-23,28-29H,5-6,9-14H2,1-2H3,(H,30,33)(H,31,34)(H,36,37)	H-DL-Pro-DL-Leu-DL-Trp-DL-Pro-OH	CC(C)CC(C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)N3CCCC3C(=O)O)NC(=O)C4CCCN4	2.384	20013783	PUBCHEM:(20013783)	2	534.270	129	2.158	878155556973954473	878154884488610984	878154884476028071	1384	
1	1	0.353	0.353	-175.517		0.898	66.251	C13H25N7O4	[M + H]+	C13H26N7O4+	FEPXALARCRYGSN	InChI=1S/C13H25N7O4/c1-7(10(14)22)19-12(24)9(4-3-5-17-13(15)16)20-11(23)8(2)18-6-21/h6-9H,3-5H2,1-2H3,(H2,14,22)(H,18,21)(H,19,24)(H,20,23)(H4,15,16,17)	Cho-ara-NH2	CC(C(=O)N)NC(=O)C(CCCN=C(N)N)NC(=O)C(C)NC=O	-2.800	46889984	PUBCHEM:(46889984);PUBMED	66	344.205	149	2.477	878155346419893650	878154886153749712	878154886149555407	8042	
1	9	0.228	0.228	-509.243		0.000	52.764	C36H60N10O10	[M + Na]+	C36H60N10NaO10+	DKFUWGUUXDECDD	InChI=1S/C36H60N10O10/c1-18(2)14-25(32(52)43-24(35(55)56)8-7-13-40-36(38)39)42-27(49)16-41-31(51)26(15-21-9-11-22(48)12-10-21)44-33(53)28(19(3)4)46-34(54)29(20(5)6)45-30(50)23(37)17-47/h9-12,18-20,23-26,28-29,47-48H,7-8,13-17,37H2,1-6H3,(H,41,51)(H,42,49)(H,43,52)(H,44,53)(H,45,50)(H,46,54)(H,55,56)(H4,38,39,40)	L-Arginine, L-seryl-L-valyl-L-valyl-L-tyrosylglycyl-L-leucyl-	CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)O)NC(=O)CNC(=O)C(CC1=CC=C(C=C1)O)NC(=O)C(C(C)C)NC(=O)C(C(C)C)NC(=O)C(CO)N	-2.700	10169563	MESH:(10169563);PUBCHEM:(10169563);DSSTox:(DTXSID50436299);PUBMED:(null)	137438953542	815.435	218	3.639	878155513420301732	878154886006949068	878154886002754763	7605	
