row_id	mz	rt	median_a	median_b	log2FC_a_over_b	prevalence_a	prevalence_b	prevalence_diff	U_stat	p_value	q_value
468	628.3434	0.576	0.0	0.005844277087279607	-13.494547303362777	0.4	1.0	-0.6	0.0	0.007936507936507936	0.019417622316010855
170	769.4848	2.0465	0.0026633601597523477	0.0	12.360919540051079	1.0	0.2	0.8	25.0	0.007936507936507936	0.019417622316010855
1720	699.3788	1.31	0.0	0.002105411999016505	-12.021847261498914	0.0	1.0	-1.0	0.0	0.007936507936507936	0.019417622316010855
50	474.381	7.392348	7.187448411800719e-06	0.0287343775925841	-11.866807747530826	1.0	1.0	0.0	0.0	0.007936507936507936	0.019417622316010855
1243	502.4113	7.817723	0.0	0.00181524745744159	-11.807966372584364	0.2	1.0	-0.8	0.0	0.007936507936507936	0.019417622316010855
535	889.4773	3.923149	0.0016991506940302644	0.0	11.712641440195968	1.0	0.4	0.6	25.0	0.007936507936507936	0.019417622316010855
893	534.2571	1.9785	0.0	0.0015160722537102336	-11.548218051485051	0.4	1.0	-0.6	0.0	0.007936507936507936	0.019417622316010855
824	474.2638	6.147482	0.0	0.0014541247683697359	-11.488051124556401	0.0	1.0	-1.0	0.0	0.007936507936507936	0.019417622316010855
691	557.2576	1.449267	0.0013984353588012827	0.0	11.431733631718059	1.0	0.0	1.0	25.0	0.007936507936507936	0.019417622316010855
1991	715.3116	1.673	0.0	0.001383918194187951	-11.416684207057427	0.4	1.0	-0.6	0.0	0.007936507936507936	0.019417622316010855
1745	637.2665	2.346	0.0	0.0013743613132125479	-11.406690543280206	0.0	1.0	-1.0	0.0	0.007936507936507936	0.019417622316010855
634	360.2124	0.59	0.001309299623128675	0.0	11.336750902027696	1.0	0.4	0.6	25.0	0.007936507936507936	0.019417622316010855
353	627.374	2.071	0.0012517849895114957	0.0	11.271968027224915	1.0	0.0	1.0	25.0	0.007936507936507936	0.019417622316010855
1239	250.0942	0.556158	0.0	0.0011870029534289683	-11.195336610005917	0.0	1.0	-1.0	0.0	0.007936507936507936	0.019417622316010855
621	1350.7302	3.321	0.0011341175790909857	0.0	11.129611993150917	1.0	0.0	1.0	25.0	0.007936507936507936	0.019417622316010855
2599	616.3649	1.7945	0.0	0.0008975650734659236	-10.79229991048892	0.0	1.0	-1.0	0.0	0.007936507936507936	0.019417622316010855
1766	544.3601	7.063009	0.0	0.0008750669820147089	-10.755697740231781	0.0	1.0	-1.0	0.0	0.007936507936507936	0.019417622316010855
186	480.3059	7.126273	0.0	0.0008573112681326759	-10.726140675236227	0.4	1.0	-0.6	0.0	0.007936507936507936	0.019417622316010855
3233	555.323	1.574776	0.0	0.0008282563113806211	-10.676428738241164	0.2	1.0	-0.8	0.0	0.007936507936507936	0.019417622316010855
892	882.4327	3.551	0.0008269394780761467	0.0	10.67413459575155	1.0	0.0	1.0	25.0	0.007936507936507936	0.019417622316010855
