structurePerIdRank	formulaRank	ConfidenceScoreExact	ConfidenceScoreApproximate	CSI:FingerIDScore	ZodiacScore	SiriusScoreNormalized	SiriusScore	molecularFormula	adduct	precursorFormula	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	2	-Infinity	-Infinity	-396.172		0.001	49.330	C37H62N8O12S	[M + Na]+	C37H62N8NaO12S+	QWUGVDLFIMHFNY	InChI=1S/C37H62N8O12S/c1-20(2)16-25(33(53)43-27(19-48)37(57)45-14-7-9-29(45)35(55)42-26(18-47)21(3)4)41-32(52)23(10-11-30(49)50)39-34(54)28-8-6-13-44(28)36(56)24(12-15-58-5)40-31(51)22(38)17-46/h18,20-29,46,48H,6-17,19,38H2,1-5H3,(H,39,54)(H,40,51)(H,41,52)(H,42,55)(H,43,53)(H,49,50)	H-Ser-Met-Pro-Glu-Leu-Ser-Pro-Val-al	CC(C)CC(C(=O)NC(CO)C(=O)N1CCCC1C(=O)NC(C=O)C(C)C)NC(=O)C(CCC(=O)O)NC(=O)C2CCCN2C(=O)C(CCSC)NC(=O)C(CO)N	-3.900	112499950	PUBCHEMANNOTATIONBIO:(null);PUBCHEM:(112499950)	16777218	865.399	97	1.622	878146789837340931	878145452894552218	878145452890357913	14103	
1	2	0.401	0.401	-208.562		0.024	124.274	C34H46N6O9	[M + Na]+	C34H46N6NaO9+	XNTUZIAQCKJMCB	InChI=1S/C34H46N6O9/c1-18(2)14-24-30(45)37-26(16-22-10-12-23(43)13-11-22)32(47)40-28(19(3)41)33(48)35-17-27(44)39-29(20(4)42)34(49)38-25(31(46)36-24)15-21-8-6-5-7-9-21/h5-13,18-20,24-26,28-29,41-43H,14-17H2,1-4H3,(H,35,48)(H,36,46)(H,37,45)(H,38,49)(H,39,44)(H,40,47)	12-benzyl-3,15-bis(1-hydroxyethyl)-6-[(4-hydroxyphenyl)methyl]-9-(2-methylpropyl)-1,4,7,10,13,16-hexaazacyclooctadecane-2,5,8,11,14,17-hexone	CC(C)CC1C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N1)CC2=CC=CC=C2)C(C)O)C(C)O)CC3=CC=C(C=C3)O	2.100	85105468;162911373;10055359	COCONUT:(CNP0180249);SUPERNATURAL:(SN0435237);PUBCHEM:(85105468 162911373 10055359);LOTUS:(Q105331955);PUBMED:(null)	271581250	705.329	126	2.103	878147445792932130	878145453351731366	878145453347537061	16878	
1	3	0.024	0.024	-424.715		0.264	147.818	C56H56N6O6	[M + H]+	C56H57N6O6+	ABZBNXFGYUSVCJ	InChI=1S/C56H56N6O6/c63-51(57-47-25-39(47)33-13-5-1-6-14-33)43-29-61(30-44(43)52(64)58-48-26-40(48)34-15-7-2-8-16-34)55(67)37-21-23-38(24-22-37)56(68)62-31-45(53(65)59-49-27-41(49)35-17-9-3-10-18-35)46(32-62)54(66)60-50-28-42(50)36-19-11-4-12-20-36/h1-24,39-50H,25-32H2,(H,57,63)(H,58,64)(H,59,65)(H,60,66)	(3R,4R)-1-[4-[(3S,4S)-3,4-bis[[(1R,2S)-2-phenylcyclopropyl]carbamoyl]pyrrolidine-1-carbonyl]benzoyl]-3-N,4-N-bis[(1R,2S)-2-phenylcyclopropyl]pyrrolidine-3,4-dicarboxamide	C1C(C1NC(=O)C2CN(CC2C(=O)NC3CC3C4=CC=CC=C4)C(=O)C5=CC=C(C=C5)C(=O)N6CC(C(C6)C(=O)NC7CC7C8=CC=CC=C8)C(=O)NC9CC9C1=CC=CC=C1)C1=CC=CC=C1	5.300	154586711;149615321;154970981;145434438;134817267;137553173;146160876;141724697;141724698;141724713;141724773;141724800;141724814;141724837	PUBCHEMANNOTATIONBIO;MESH:(137553173);PUBCHEM:(154586711 149615321 154970981 145434438 134817267 137553173 146160876 141724697 141724698 141724713 141724773 141724800 141724814 141724837);PUBMED	16777286	909.429	148	2.462	878146874784579854	878145451070029914	878145451065835609	1928	
1	4	0.432	0.432	-414.601		0.004	125.604	C31H55N7O11	[M + K]+	C31H55KN7O11+	QKXKSAVTBGVFLF	InChI=1S/C31H55N7O11/c1-14(2)11-20(34-26(43)19(33-18(8)41)9-10-23(32)42)27(44)37-24(16(5)6)29(46)38-25(17(7)40)30(47)36-22(13-39)28(45)35-21(31(48)49)12-15(3)4/h14-17,19-22,24-25,39-40H,9-13H2,1-8H3,(H2,32,42)(H,33,41)(H,34,43)(H,35,45)(H,36,47)(H,37,44)(H,38,46)(H,48,49)	Ac-Gln-Leu-Val-Thr-Ser-Leu-OH	CC(C)CC(C(=O)NC(C(C)C)C(=O)NC(C(C)O)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)O)NC(=O)C(CCC(=O)N)NC(=O)C	-1.000	132451779	PUBCHEMANNOTATIONBIO;PUBCHEM:(132451779)	16777218	740.362	164	2.734	878146173891215606	878145451678204014	878145451669815405	6333	
1	3	0.070	0.070	-224.388		0.076	65.569	C42H62N8O9	[M + K]+	C42H62KN8O9+	CZLLFFWTDRQIDR	InChI=1S/C42H62N8O9/c1-23(2)20-29-36(53)47-31(21-24(3)4)41(58)50-19-9-12-34(50)42(59)49-18-8-10-32(49)38(55)43-25(5)35(52)44-26(6)40(57)48-17-7-11-33(48)39(56)46-30(37(54)45-29)22-27-13-15-28(51)16-14-27/h13-16,23-26,29-34,51H,7-12,17-22H2,1-6H3,(H,43,55)(H,44,52)(H,45,54)(H,46,56)(H,47,53)	Gypsin C	CC1C(=O)NC(C(=O)N2CCCC2C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N3CCCC3C(=O)N4CCCC4C(=O)N1)CC(C)C)CC(C)C)CC5=CC=C(C=C5)O)C	2.800	163065704;102476189	COCONUT:(CNP0357006);SUPERNATURAL:(SN0059766);PUBCHEM:(163065704 102476189);LOTUS:(Q104972873)	271581186	861.432	180	2.996	878148177787060720	878145451560763498	878145451556569193	5629	
1	4	0.053	0.053	-780.355		0.004	37.076	C61H76N2O10	[M + Na]+	C61H76N2NaO10+	BYFRKDZMPGLDMB	InChI=1S/C61H76N2O10/c1-34(2)16-21-56(3)52-51(66)53(67)60-44-26-36(25-35-9-6-5-7-10-35)12-13-37(44)11-8-20-59(57(4,61(60)54(72-61)55(68)73-59)22-17-48(60)58(52)32-70-50(65)30-49(58)71-56)43-19-24-69-47(43)29-42-40-27-39-18-23-63-33-62-31-45(63)41(39)28-38(40)14-15-46(42)64/h5-7,9-10,18-19,23-24,34,36-42,44-46,48-49,52-54,62,64,67H,12-17,20-22,25-33H2,1-4H3	20-benzyl-16-hydroxy-27-[2-({5-hydroxy-13,15-diazatetracyclo[8.7.0.0³,⁸.0¹¹,¹⁵]heptadec-16-en-4-yl}methyl)furan-3-yl]-2,13-dimethyl-13-(3-methylbutyl)-8,12,28,31-tetraoxaoctacyclo[15.14.0.0¹,³⁰.0²,²⁷.0⁵,¹⁷.0⁶,¹¹.0⁶,¹⁴.0¹⁸,²³]hentriacont-24-yne-9,15,29-trione	CC(C)CCC1(C2C(=O)C(C34C(C25COC(=O)CC5O1)CCC6(C37C(O7)C(=O)OC6(CC#CC8C4CC(CC8)CC9=CC=CC=C9)C1=C(OC=C1)CC1C(CCC2C1CC1C=CN3CNCC3C1C2)O)C)O)C	8.500	162832338;162832339	COCONUT:(CNP0094563);SUPERNATURAL:(SN0038744);PUBCHEM:(162832338 162832339)	3145730	1019.531	219	3.657	878145850917224684	878145452428984458	878145452424790153	10560	
1	2	0.245	0.245	-344.087		0.126	95.229	C36H63N9O11	[M + H]+	C36H64N9O11+	VAEZATNCCVBVPT	InChI=1S/C36H63N9O11/c1-18(2)17-24(31(51)39-23(30(38)50)11-7-8-14-37)40-32(52)26-13-10-16-45(26)36(56)29(21(5)48)43-35(55)28(20(4)47)42-34(54)27(19(3)46)41-33(53)25-12-9-15-44(25)22(6)49/h18-21,23-29,46-48H,7-17,37H2,1-6H3,(H2,38,50)(H,39,51)(H,40,52)(H,41,53)(H,42,54)(H,43,55)	[(5S)-5-[[(2S)-2-[[(2S)-1-[(2S,3R)-2-[[(2S,3R)-2-[[(2S,3R)-2-[[(2S)-1-acetylpyrrolidine-2-carbonyl]amino]-3-hydroxybutanoyl]amino]-3-hydroxybutanoyl]amino]-3-hydroxybutanoyl]pyrrolidine-2-carbonyl]amino]-4-methylpentanoyl]amino]-6-amino-6-oxohexyl]azanium	CC(C)CC(C(=O)NC(CCCCN)C(=O)N)NC(=O)C1CCCN1C(=O)C(C(C)O)NC(=O)C(C(C)O)NC(=O)C(C(C)O)NC(=O)C2CCCN2C(=O)C	-2.800	56928034;56928035	PUBCHEMANNOTATIONBIO:(null);PUBCHEM:(56928034 56928035)	16777218	798.461	223	3.724	878145639612383454	878145452525453454	878145452521259149	11632	
1	7	0.256	0.256	-520.634		0.017	60.423	C41H62N10O12	[M + Na]+	C41H62N10NaO12+	GFBWERFXXNEDRJ	InChI=1S/C41H62N10O12/c1-23(2)34(43)40(61)51-18-10-14-29(51)37(58)46-24(3)39(60)50-17-9-15-30(50)38(59)49-27(20-33(54)55)36(57)45-21-31(52)47-26(13-7-8-16-42)35(56)44-22-32(53)48-28(41(62)63)19-25-11-5-4-6-12-25/h4-6,11-12,23-24,26-30,34H,7-10,13-22,42-43H2,1-3H3,(H,44,56)(H,45,57)(H,46,58)(H,47,52)(H,48,53)(H,49,59)(H,54,55)(H,62,63)	H-Val-Pro-Ala-Pro-Asp-Gly-Lys-Gly-Phe-OH	CC(C)C(C(=O)N1CCCC1C(=O)NC(C)C(=O)N2CCCC2C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(CCCCN)C(=O)NCC(=O)NC(CC3=CC=CC=C3)C(=O)O)N	-6.100	10147623	PUBCHEM:(10147623)	2	909.441	225	3.746	878148001290748229	878145452118605950	878145452114411645	8695	
1	1	-Infinity	-Infinity	-537.550		0.999	62.030	C23H22Br3N5O4	[M + K]+	C23H22Br3KN5O4+	DIFAYINEHQSJSL	InChI=1S/C23H22Br3N5O4/c1-29(10-13-6-4-3-5-7-13)22-27-20-18(21(33)28-23(34)30(20)2)31(22)11-15(32)12-35-19-16(25)8-14(24)9-17(19)26/h3-9,15,32H,10-12H2,1-2H3,(H,28,33,34)	8-[benzyl(methyl)amino]-7-[2-hydroxy-3-(2,4,6-tribromophenoxy)propyl]-3-methyl-3,7-dihydro-1H-purine-2,6-dione	CN1C2=C(C(=O)NC1=O)N(C(=N2)N(C)CC3=CC=CC=C3)CC(COC4=C(C=C(C=C4Br)Br)Br)O	4.400	99689616;99689617;3631984	PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBCHEM:(99689616 99689617 3631984)	67108866	707.894	231	3.854	878147467796250923	878145451791450226	878145451783061617	6849	
1	10	-Infinity	-Infinity	-544.960		0.005	12.454	C47H92N4O6S2	[M + Na]+	C47H92N4NaO6S2+	YLEJPFYFJOPGOQ	InChI=1S/C47H92N4O6S2/c1-48-38-32-28-24-20-16-12-8-4-6-10-14-18-22-26-30-34-44(52)49-42(46(54)55)36-40-58-59-41-37-43(47(56)57)50-45(53)35-31-27-23-19-15-11-7-5-9-13-17-21-25-29-33-39-51(2)3/h42-43,48H,4-41H2,1-3H3,(H,49,52)(H,50,53)(H,54,55)(H,56,57)	4-[[3-Carboxy-3-[18-(dimethylamino)octadecanoylamino]propyl]disulfanyl]-2-[18-(methylamino)octadecanoylamino]butanoic acid	CNCCCCCCCCCCCCCCCCCC(=O)NC(CCSSCCC(C(=O)O)NC(=O)CCCCCCCCCCCCCCCCCN(C)C)C(=O)O	9.600	129089622	PUBCHEM:(129089622)	2	895.632	527	8.779	878147549882974526	878145452617728146	878145452613533841	12317	
