row ID,row m/z,row retention time,source_file,source_scan
666,411.2611,2.217458,Y3C_liq.mzML,870.0
673,526.2614,0.811411,A3C_liq.mzML,337.0
677,994.4675,3.45622,Y3C_liq.mzML,1327.0
692,1136.5291,3.15665,X1_liq.mzML,1203.0
697,620.2731,3.238239,A2C_liq.mzML,1251.0
702,336.1197,6.270184,QC_7.mzML,2369.0
722,821.3879,2.893152,A1_liq.mzML,1119.0
723,997.509,2.216204,Y2C_liq.mzML,872.0
742,747.3309,1.849,V2_liq.mzML,723.0
756,268.0965,5.465698,QC_8.mzML,2020.0
757,546.2923,2.315988,F3C_liq.mzML,890.0
763,606.2593,1.507713,A3_liq.mzML,587.0
770,984.5632,3.65151,F2_liq.mzML,1406.0
773,555.2795,2.459651,Y1_liq.mzML,895.0
778,631.2969,1.515242,F3C_liq.mzML,579.0
796,742.3943,2.279832,C3_liq.mzML,895.0
804,167.0131,10.913499,QC_11.mzML,4100.0
806,227.1021,0.575986,E3_spore.mzML,249.0
814,540.3057,3.169439,C1C_liq.mzML,1209.0
822,606.2655,1.500456,E2_liq.mzML,587.0
823,718.3602,2.057,A1_liq.mzML,801.0
825,576.299,2.057,B3C_liq.mzML,766.0
826,686.4826,8.622761,W2_spores.mzML,3173.0
827,660.3423,1.468,X1C_liq.mzML,627.0
874,576.3051,2.095153,Z2C_liq.mzML,824.0
885,847.2835,0.589,X2C_liq.mzML,247.0
888,540.3114,3.185174,X2_liq.mzML,1231.0
889,665.3117,1.960505,D4C_liq.mzML,759.0
893,534.2571,1.9785,Y3_spores.mzML,773.0
894,553.2311,0.925516,V3_liq.mzML,438.0
896,690.3635,0.759926,V1C_liq.mzML,308.0
901,850.3554,1.515654,V2C_liq.mzML,557.0
913,433.5497,1.675,F2C_liq.mzML,660.0
921,590.2108,1.658,B3_liq.mzML,645.0
926,868.4073,2.372789,E1_liq.mzML,920.0
931,659.3449,3.100032,E2_liq.mzML,1184.0
933,730.0146,1.628,Z3C_liq.mzML,628.0
938,1096.4985,2.1055,A1_liq.mzML,829.0
939,839.4431,3.147,B2C_liq.mzML,1143.0
942,991.7229,6.975083,V3_spores.mzML,2578.0
949,675.3338,0.581497,F1C_liq.mzML,323.0
953,629.3298,2.215,D1_liq.mzML,830.0
958,1096.4833,2.122857,A3_liq.mzML,823.0
962,770.3464,1.014936,W2_liq.mzML,405.0
963,672.3323,6.034457,QC_1.mzML,2267.0
966,785.3654,1.833,D3C_liq.mzML,720.0
968,428.5504,1.928,Z1_liq.mzML,653.0
970,821.4344,3.3044,C2C_liq.mzML,1290.0
980,488.2345,1.067536,Y2C_liq.mzML,418.0
988,686.4823,8.616046,V2_liq.mzML,3190.0
997,733.3636,2.949,D3_liq.mzML,1122.0
1001,711.2636,1.358378,Z1_liq.mzML,543.0
1019,244.1297,2.405,C3C_liq.mzML,1012.0
1022,890.2822,2.024,E2_liq.mzML,783.0
1032,546.2937,0.940135,F3C_liq.mzML,429.0
1033,608.5582,2.0245,X2_liq.mzML,785.0
1038,788.3591,1.801,X2C_liq.mzML,700.0
1040,679.684,1.016,IS_7.mzML,406.0
1042,182.9858,10.905051,D1C_liq.mzML,4188.0
1043,494.344,6.963542,W3_spores.mzML,2531.0
1049,553.2987,2.392906,B3_liq.mzML,946.0
1056,956.4517,2.440789,X2_liq.mzML,959.0
1057,620.3321,2.183,X3_liq.mzML,851.0
1065,747.3395,1.864,Y3_liq.mzML,728.0
1069,758.3507,2.819587,A1_liq.mzML,1100.0
1072,772.4184,2.571,W2C_liq.mzML,1003.0
1080,501.2596,3.349,V3_liq.mzML,1298.0
1087,545.2348,1.516,D1_liq.mzML,588.0
1097,562.3012,1.88,Y2_spores.mzML,757.0
1101,601.7949,2.259493,W2C_liq.mzML,895.0
1104,636.3431,3.369397,F2C_liq.mzML,1293.0
1105,540.8069,3.174593,E3_liq.mzML,1260.0
1107,767.3228,0.589,B2_liq.mzML,265.0
1108,646.3326,2.812771,Y1C_liq.mzML,1111.0
1110,636.2676,2.486324,Y2C_liq.mzML,959.0
1130,545.2764,2.057,Y2C_liq.mzML,805.0
1133,569.3354,3.052,B1_liq.mzML,1209.0
1134,246.1443,0.576283,F3C_liq.mzML,269.0
1137,1097.4814,2.1025,D4_liq.mzML,819.0
1148,428.2177,1.963752,X3_liq.mzML,748.0
1156,460.2646,2.6655,A3_liq.mzML,1142.0
1164,740.5268,10.666296,Z3C_liq.mzML,3933.0
1168,712.3628,0.978261,X3C_liq.mzML,378.0
1172,551.2921,1.437515,B3C_liq.mzML,512.0
1179,766.4868,3.245,B2_liq.mzML,1242.0
1181,617.6505,1.0,IS_7.mzML,407.0
1183,619.2921,2.087,B1C_liq.mzML,922.0
1192,446.2216,0.643831,W3_liq.mzML,329.0
1201,695.2926,1.598,Z3_liq.mzML,629.0
1203,483.2896,3.01475,Y2C_liq.mzML,1151.0
1207,798.4797,3.371,D3C_liq.mzML,1341.0
1219,520.3629,7.211894,Z3_spores.mzML,2702.0
1238,661.3491,3.049586,F2C_liq.mzML,1171.0
1240,624.3371,1.861033,Y3_spores.mzML,731.0
1249,433.8831,1.675,B3_liq.mzML,694.0
1256,428.218,2.222,A1C_liq.mzML,866.0
1257,632.3508,3.009506,W3C_liq.mzML,1164.0
1258,663.3301,1.77,D4_liq.mzML,749.0
1262,344.2541,2.503512,E3_liq.mzML,1016.0
1266,401.7625,3.938645,D1_liq.mzML,1524.0
1269,618.329,1.309632,X1C_liq.mzML,400.0
1275,619.255,0.795925,F2C_liq.mzML,335.0
1277,490.5812,1.691,V2_liq.mzML,670.0
1286,1052.0945,4.430708,F1C_liq.mzML,1658.0
1305,244.1659,2.358,F2C_liq.mzML,994.0
1307,706.3429,1.355,W3C_liq.mzML,542.0
1323,707.3228,2.009,A1C_liq.mzML,771.0
1324,324.6639,1.802,C3C_liq.mzML,744.0
1331,726.3802,1.786,V3_liq.mzML,704.0
1333,1223.6996,4.123,A3C_liq.mzML,1572.0
1347,1000.5031,2.212,C3_liq.mzML,865.0
1348,330.6749,2.634516,F1_liq.mzML,1012.0
1349,549.7786,1.485,X1C_liq.mzML,561.0
1354,403.1987,2.649,A1_liq.mzML,1025.0
1374,338.1688,0.591,C3C_liq.mzML,297.0
1375,769.4125,2.681,C2C_liq.mzML,1041.0
1377,879.4083,1.989514,W3_liq.mzML,765.0
1394,526.3412,1.578,W2C_liq.mzML,552.0
1395,600.3,0.563715,C3C_liq.mzML,263.0
1397,277.1721,2.125357,V3_liq.mzML,828.0
1401,1160.3933,1.35308,Z3_liq.mzML,536.0
1404,829.4305,2.1845,Y3_liq.mzML,873.0
1405,628.3578,3.373,B3_liq.mzML,1317.0
1406,632.3138,2.54,A1_liq.mzML,986.0
1413,643.3824,3.9365,D1_liq.mzML,1514.0
1416,1078.6915,2.429,Z1_liq.mzML,956.0
1428,439.2509,3.276,F3C_liq.mzML,1268.0
1431,1002.5153,0.752,IS_7.mzML,321.0
1436,209.0922,0.589,D4_spore.mzML,249.0
1439,244.6477,2.358,A2_liq.mzML,925.0
1440,740.5182,10.655801,QC_8.mzML,4018.0
1442,578.2504,0.72316,Y2C_liq.mzML,295.0
1447,240.1523,1.675,C3C_liq.mzML,705.0
1454,1072.4838,2.742,X3_liq.mzML,1059.0
1457,419.7194,1.595,C3C_liq.mzML,675.0
1462,691.4391,3.356,Z2_liq.mzML,1323.0
1467,553.231,1.116949,Z1C_liq.mzML,461.0
1476,1003.4521,1.499956,X2C_liq.mzML,591.0
1477,679.3219,1.387,C3C_liq.mzML,617.0
1482,646.9965,3.091917,D1_liq.mzML,1190.0
1489,618.322,1.305333,V2_liq.mzML,524.0
1490,766.9197,4.545663,F3_liq.mzML,1713.0
1493,872.4505,3.034,X3C_liq.mzML,1156.0
1495,1174.5618,2.01,F2_liq.mzML,783.0
1496,530.3676,8.336372,W3_liq.mzML,3115.0
1504,588.3514,2.745,Y2_liq.mzML,1065.0
1518,614.3165,1.626,Y3_liq.mzML,637.0
1521,910.4187,1.737,E3C_liq.mzML,684.0
1528,1152.5959,1.627,F1_liq.mzML,702.0
1533,839.4661,3.323,E2C_liq.mzML,1277.0
1539,890.2916,1.982808,F1C_liq.mzML,771.0
1540,762.5073,10.658,Z3C_liq.mzML,3934.0
1544,533.3049,3.292,Y2_liq.mzML,1239.0
1546,626.8679,3.323,W2C_liq.mzML,1344.0
1555,1112.6001,3.446379,E2_liq.mzML,1333.0
1561,446.5715,1.929957,A1_liq.mzML,747.0
1568,742.3761,1.498,Z3_liq.mzML,586.0
1570,879.3707,1.034867,F1C_liq.mzML,408.0
1577,547.2635,2.088,Z3C_liq.mzML,853.0
1578,608.5591,2.079259,Z1C_liq.mzML,795.0
1580,604.5624,2.118,Z3C_liq.mzML,820.0
1585,374.2281,2.52419,C1C_liq.mzML,987.0
1591,254.1608,0.574048,E3C_liq.mzML,268.0
1593,334.1821,2.460355,X3C_liq.mzML,957.0
1597,1072.4677,2.729,V3_liq.mzML,1058.0
1600,375.2225,1.058944,C2C_liq.mzML,440.0
1601,545.2949,2.1525,A3_liq.mzML,818.0
1606,215.1398,2.435,A1C_liq.mzML,950.0
1607,498.3291,2.987988,C3C_liq.mzML,1171.0
1610,1149.5601,1.722,Y1C_liq.mzML,691.0
1611,437.2485,0.58375,C2C_liq.mzML,260.0
1620,523.7513,1.914,A1C_liq.mzML,746.0
1626,951.4624,3.613548,Z2_liq.mzML,1388.0
1628,390.7509,1.945,E3_liq.mzML,769.0
1636,181.0147,10.790999,IS_7.mzML,4091.0
1638,712.3629,1.023,V2C_liq.mzML,383.0
1643,263.1428,0.953779,A3C_liq.mzML,343.0
1649,728.3897,2.308581,V2_liq.mzML,904.0
1652,554.1767,8.248662,IS_8.mzML,3094.0
1657,318.164,1.515483,A3_liq.mzML,582.0
1659,588.3254,3.115,F1C_liq.mzML,1265.0
1663,671.2975,0.60675,Z1C_liq.mzML,270.0
1669,994.4518,3.44608,Y2_liq.mzML,1328.0
1670,1213.6724,3.822231,W2_liq.mzML,1493.0
1678,659.336,1.567004,X2_liq.mzML,620.0
1679,1234.4686,2.308145,Z3_liq.mzML,909.0
1681,647.3249,1.738,C2C_liq.mzML,688.0
1682,547.2579,2.091227,F2_liq.mzML,814.0
1689,857.5045,3.659196,Y2_liq.mzML,1478.0
1696,644.3436,2.858,E3_liq.mzML,1092.0
1699,849.3458,1.238627,C3C_liq.mzML,578.0
1700,438.2062,0.58375,A1C_liq.mzML,257.0
1701,535.3251,8.336651,W3_liq.mzML,3117.0
1703,800.3782,1.3325,X3_liq.mzML,530.0
1707,573.8126,3.833182,X3C_liq.mzML,1469.0
1709,414.2195,3.521,A2C_liq.mzML,1356.0
1715,1162.5529,3.307,X3C_liq.mzML,1283.0
1721,754.4542,2.745,E2_liq.mzML,1017.0
1723,405.7255,1.651258,Z3C_liq.mzML,647.0
1729,597.2845,2.118603,A3_liq.mzML,830.0
1745,637.2665,2.346,Z2_spores.mzML,916.0
1746,769.4042,2.680888,C3C_liq.mzML,1067.0
1749,598.3593,2.698,Y1C_liq.mzML,1045.0
1752,1093.5256,1.532,Z3C_liq.mzML,604.0
1753,660.8174,2.199,W1C_liq.mzML,861.0
1757,428.5505,2.230358,C1C_liq.mzML,864.0
1763,615.3074,1.324,V2_liq.mzML,513.0
1765,994.1571,2.664,Z1_liq.mzML,1029.0
1768,492.2349,3.019251,F3C_liq.mzML,1082.0
1773,609.3367,2.983556,C3C_liq.mzML,1167.0
1779,942.521,3.212179,Y2C_liq.mzML,1241.0
1792,493.7715,3.904,A3_liq.mzML,1487.0
1794,385.2069,1.991154,E2_liq.mzML,735.0
1796,658.3572,2.922741,D3_liq.mzML,1161.0
1798,1450.7937,3.976336,E3_liq.mzML,1530.0
1800,869.4404,2.088897,V3_liq.mzML,811.0
1801,277.1193,2.3665,B3_liq.mzML,934.0
1804,1022.4846,3.082274,A3_liq.mzML,1189.0
1811,542.8041,3.656677,V3_liq.mzML,1397.0
1813,1090.397,2.341,X1_liq.mzML,909.0
1835,550.2624,1.786543,C3_spore.mzML,669.0
1842,376.1532,0.578009,F3_liq.mzML,308.0
1847,491.2578,0.599,Z3_liq.mzML,273.0
1860,1106.5526,3.583,B3C_liq.mzML,1383.0
1864,726.3795,1.945,X2_liq.mzML,759.0
1866,1026.5616,3.587,X3_liq.mzML,1379.0
1867,669.348,0.943307,F3_liq.mzML,399.0
1868,379.204,1.597,D4C_liq.mzML,643.0
1870,629.2927,0.666729,W1C_liq.mzML,265.0
1871,359.2283,1.499909,C2C_liq.mzML,649.0
1877,775.2565,1.666165,A3_liq.mzML,653.0
1879,620.2944,2.556,F3C_liq.mzML,921.0
1881,1113.5171,2.113156,B3_liq.mzML,820.0
1882,729.3401,1.597,W3C_liq.mzML,568.0
1886,957.449,2.444,X3_liq.mzML,974.0
1887,711.9037,4.228,F3_liq.mzML,1624.0
1892,575.2812,1.518,Y3C_liq.mzML,682.0
1894,742.3959,2.809603,Z3_liq.mzML,1126.0
1900,1403.7258,3.115,X1_liq.mzML,1187.0
1901,724.4432,2.755333,A1C_liq.mzML,1052.0
1902,819.0829,2.507,Z3C_liq.mzML,979.0
1912,690.3232,0.958,V2_liq.mzML,337.0
1917,443.7435,1.737,Y2C_liq.mzML,622.0
1922,373.7313,3.162,A1_liq.mzML,1221.0
1929,1303.5977,2.199,W1C_liq.mzML,862.0
1930,378.5334,2.026,A1C_liq.mzML,755.0
1931,646.6602,3.086834,F2C_liq.mzML,1192.0
1939,548.253,2.18,W2C_liq.mzML,861.0
1940,851.9103,2.04,W3_spores.mzML,777.0
1945,854.4401,1.628,Y1C_liq.mzML,639.0
1954,908.4427,1.895,X1_liq.mzML,681.0
1958,1515.8247,3.247838,D4_liq.mzML,1259.0
1960,448.7681,3.639,F3_liq.mzML,1400.0
1961,483.7889,3.008671,D4C_liq.mzML,1150.0
1965,736.4982,8.271949,IS_10.mzML,3105.0
1973,830.8821,2.681,V1C_liq.mzML,1039.0
1985,1030.423,3.190392,X1C_liq.mzML,1224.0
1986,489.7834,3.358,A1_liq.mzML,1305.0
1988,667.3267,3.276,E2_liq.mzML,1268.0
1990,994.1721,2.665,X2_liq.mzML,1029.0
1991,715.3116,1.673,W3_spores.mzML,650.0
1994,650.3173,1.675,W2C_liq.mzML,662.0
1998,373.6793,2.1975,Y1C_liq.mzML,861.0
2001,1354.7389,10.725702,B1_spore.mzML,4005.0
2004,546.2565,2.168,V1C_liq.mzML,835.0
2023,1037.4569,0.7665,X1_liq.mzML,293.0
2024,491.283,2.497043,C2C_liq.mzML,939.0
2026,946.4877,2.04,D3C_liq.mzML,796.0
2038,648.3022,2.001,V3_liq.mzML,786.0
2041,776.364,1.855204,V3_liq.mzML,728.0
2044,562.8199,1.035,IS_7.mzML,417.0
2045,612.5591,1.942,X3C_liq.mzML,754.0
2046,871.4974,3.701356,F2C_liq.mzML,1421.0
2049,742.3953,3.034146,W3_liq.mzML,1128.0
2051,625.8342,2.152056,V2_liq.mzML,832.0
2052,960.5175,3.823,Y2C_liq.mzML,1508.0
2055,417.5579,2.151,V2_liq.mzML,838.0
2057,281.6573,1.032,Z2_spores.mzML,442.0
2064,821.4114,1.8335,X2_liq.mzML,723.0
2068,717.294,2.3575,F3_liq.mzML,919.0
2071,613.3556,2.45575,Y3_liq.mzML,963.0
2073,718.8262,0.856,W3C_liq.mzML,361.0
2075,646.9958,3.3425,X3C_liq.mzML,1269.0
2081,730.3328,1.405261,W2C_liq.mzML,548.0
2085,1354.7391,10.69587,F3_spore.mzML,3991.0
2101,589.274,0.872246,Y3_spores.mzML,379.0
2103,443.7564,2.589,D1_liq.mzML,1002.0
2107,975.3388,0.65525,F3_liq.mzML,279.0
2116,456.2168,2.11479,B2_liq.mzML,790.0
2119,854.4011,1.482,X1_liq.mzML,573.0
2123,1516.8082,3.259,E1C_liq.mzML,1257.0
2124,418.1819,1.928,A1_liq.mzML,752.0
2128,646.6617,3.292,E2_liq.mzML,1280.0
2136,586.3214,2.024265,Y2_liq.mzML,793.0
2139,1320.7499,4.248,A1_liq.mzML,1625.0
2146,790.4193,3.714785,Y1C_liq.mzML,1395.0
2152,566.4081,6.570444,Z3_spores.mzML,2453.0
2153,1430.6439,2.6825,X1_liq.mzML,1027.0
2156,674.3032,1.809,C2_liq.mzML,717.0
2157,1214.6582,3.819633,D4_liq.mzML,1454.0
2166,796.4297,3.338,X1_liq.mzML,1259.0
2167,1262.6448,2.63025,Z2C_liq.mzML,1021.0
2174,854.4013,3.1755,X3C_liq.mzML,1227.0
2191,552.2783,1.42,B3_liq.mzML,570.0
2192,755.2511,1.451435,X1_liq.mzML,566.0
2197,754.5615,7.936001,X2_spores.mzML,2915.0
2203,413.7566,2.953,C3C_liq.mzML,1146.0
2205,714.3782,2.863234,A1C_liq.mzML,1099.0
2212,730.341,1.402148,Z3C_liq.mzML,556.0
2218,848.2897,0.6205,A1C_liq.mzML,323.0
2221,851.417,2.025,X1_liq.mzML,779.0
2226,1448.75,4.32906,Z1_liq.mzML,1646.0
2233,378.704,1.274486,X3_liq.mzML,586.0
2235,557.257,1.35316,Z2_liq.mzML,538.0
2247,743.3923,2.429,V3C_liq.mzML,888.0
2250,474.2984,2.809,C2C_liq.mzML,1039.0
2253,941.0127,3.323,C2C_liq.mzML,1289.0
2255,376.1534,0.6045,B3_liq.mzML,301.0
2256,499.3709,6.992887,F1_spore.mzML,2721.0
2257,495.9112,1.514769,Z3C_liq.mzML,596.0
2258,897.4409,2.764,X1_liq.mzML,1061.0
2262,543.9145,1.942,W2C_liq.mzML,758.0
2264,184.9858,10.796817,QC_10.mzML,4031.0
2268,576.2883,1.434,W3C_liq.mzML,598.0
2269,909.0006,3.2915,A2_liq.mzML,1267.0
2271,636.3445,2.517785,Y1_liq.mzML,976.0
2274,498.2821,2.71183,V3_liq.mzML,1076.0
2275,848.2908,0.585,D1_liq.mzML,306.0
2279,577.335,3.116,E3C_liq.mzML,1200.0
2287,616.292,1.42438,Y3_spores.mzML,570.0
2295,735.5925,10.666731,D3_liq.mzML,3945.0
2296,741.3972,2.809448,F3_liq.mzML,1094.0
2299,440.2487,0.8575,Y3_spores.mzML,378.0
2311,772.3881,2.3255,Y3_liq.mzML,906.0
2316,1010.437,2.357,A2_liq.mzML,923.0
2319,1184.5515,3.016066,Z2_liq.mzML,1165.0
2333,365.6818,2.950486,C2C_liq.mzML,1142.0
2335,329.699,2.405,A1_liq.mzML,933.0
2340,957.4904,2.485706,C3C_liq.mzML,988.0
2346,877.4811,3.664155,Y2_liq.mzML,1412.0
2347,736.4258,3.541,C1C_liq.mzML,1353.0
2348,226.9513,10.709594,Y1_spores.mzML,4061.0
2350,857.4297,2.597,Y1C_liq.mzML,1011.0
2355,1105.556,3.524,V1C_liq.mzML,1349.0
2357,821.3884,2.246846,Y1C_liq.mzML,871.0
2359,548.7477,2.109737,F2C_liq.mzML,835.0
2360,332.1946,2.665,A1_liq.mzML,1046.0
2361,940.5092,3.308,V2C_liq.mzML,1283.0
2367,547.2928,2.323901,B2C_liq.mzML,850.0
2378,486.2919,1.738,D3_liq.mzML,763.0
2379,931.4506,2.665,X2C_liq.mzML,1034.0
2383,524.2574,1.9275,A3_liq.mzML,747.0
2386,813.4407,2.344,D4_liq.mzML,898.0
2389,1200.5457,2.860644,X3C_liq.mzML,1116.0
2390,500.9089,1.706,V2_liq.mzML,676.0
2398,549.3086,2.358,D1_liq.mzML,989.0
2405,889.4384,2.48079,Z3_liq.mzML,966.0
2409,712.4635,2.025,D4_liq.mzML,800.0
2411,764.5192,10.658247,A3_spore.mzML,3935.0
2418,888.483,0.845,A2_liq.mzML,336.0
2421,717.2932,2.309112,B3_liq.mzML,919.0
2422,761.4301,3.413321,E1_liq.mzML,1299.0
2431,221.0924,0.56,B2_spore.mzML,265.0
2434,809.4205,1.27632,W3C_liq.mzML,518.0
2435,299.701,0.864,C1C_liq.mzML,379.0
2448,1082.5118,3.131,Y1_liq.mzML,1204.0
2451,658.3435,0.767,IS_7.mzML,325.0
2452,1048.5427,2.181,W3C_liq.mzML,847.0
2463,1007.0665,3.831056,D1_liq.mzML,1473.0
2465,718.8251,0.6895,X1_liq.mzML,275.0
2469,814.5664,8.81861,W2_liq.mzML,3312.0
2470,390.7509,2.199,F2C_liq.mzML,854.0
2480,1262.627,2.639672,W1_liq.mzML,1021.0
2483,1019.4226,3.106635,A3_liq.mzML,1196.0
2494,645.3602,3.2765,X3_liq.mzML,1244.0
2500,578.3167,2.229,Y1C_liq.mzML,885.0
2509,647.3322,3.091235,E3C_liq.mzML,1189.0
2520,644.3274,1.9615,V3_liq.mzML,763.0
2521,414.2155,0.578,C3C_liq.mzML,309.0
2524,1430.6681,2.6805,Z2C_liq.mzML,1043.0
2526,915.4939,3.162,C3C_liq.mzML,1236.0
2529,810.3164,2.039,D1_liq.mzML,764.0
2531,428.2517,3.662817,V3_liq.mzML,1400.0
2544,181.0144,10.886589,Y2C_liq.mzML,4087.0
2546,383.2463,3.245,A1C_liq.mzML,1252.0
2551,1019.0212,1.0,IS_7.mzML,408.0
2552,485.2624,2.071,F1_liq.mzML,807.0
2553,1001.4957,2.199,Z3_liq.mzML,864.0
2560,838.4636,2.890449,X3_liq.mzML,1149.0
2563,376.1861,3.162,C3C_liq.mzML,1233.0
2567,1221.693,3.995,X1_liq.mzML,1521.0
2572,1060.462,1.707,B3_liq.mzML,673.0
2574,550.7696,1.461989,Y2C_liq.mzML,551.0
2578,492.2818,3.652341,V3_liq.mzML,1398.0
2584,714.3413,1.290695,Y2_liq.mzML,488.0
2587,677.363,4.117588,D1_liq.mzML,1574.0
2589,529.2045,0.905604,X1_liq.mzML,363.0
2591,736.9288,3.543,A2C_liq.mzML,1366.0
2592,736.4352,3.551,A1C_liq.mzML,1364.0
2601,430.9153,10.679081,B1_liq.mzML,4098.0
2603,497.2383,3.458479,B3C_liq.mzML,1340.0
2606,1069.7582,7.291365,V3_spores.mzML,2692.0
2607,1279.584,2.263127,Z2_liq.mzML,884.0
2611,437.2329,0.844,D1C_liq.mzML,277.0
2616,184.9856,10.867518,IS_8.mzML,4045.0
2617,1085.6127,3.741321,B1C_liq.mzML,1406.0
2621,436.4018,8.141155,IS_7.mzML,3053.0
2622,319.1703,0.936566,Y3_liq.mzML,417.0
2623,245.1862,1.724167,V1C_liq.mzML,701.0
2625,501.2691,3.131,W2C_liq.mzML,1213.0
2627,427.2569,2.318929,B3C_liq.mzML,860.0
2628,640.2879,2.261575,W1_liq.mzML,880.0
2631,514.4083,7.711183,Y3_spores.mzML,2855.0
