row ID,row m/z,row retention time,source_file,source_scan
2634,561.7629,1.468746,X3C_liq.mzML,609.0
2635,1047.5443,3.518,C2C_liq.mzML,1361.0
2637,723.4376,2.655428,B2_liq.mzML,1037.0
2642,558.1685,1.802,D3_liq.mzML,709.0
2644,908.4543,1.884,X1C_liq.mzML,677.0
2646,318.2037,1.613,F3_liq.mzML,614.0
2647,439.7535,3.274,W2_liq.mzML,1272.0
2653,772.4196,3.164168,Z3_liq.mzML,1199.0
2657,652.4006,3.065656,C3C_liq.mzML,1197.0
2658,938.4181,1.483734,V3_liq.mzML,583.0
2663,794.9399,3.292,C2C_liq.mzML,1284.0
2665,1207.5861,2.168,X1_liq.mzML,839.0
2666,631.8235,2.633319,X3C_liq.mzML,983.0
2676,527.2619,0.831746,B2_spore.mzML,309.0
2678,1107.5466,3.587,Y2C_liq.mzML,1394.0
2685,845.4382,3.315,V1C_liq.mzML,1277.0
2687,647.3249,1.570996,Z3_liq.mzML,622.0
2691,607.3148,4.672758,QC_0.mzML,1794.0
2693,580.2416,2.417,W3_spores.mzML,917.0
2694,373.6794,1.738,Y2C_liq.mzML,682.0
2696,732.5739,7.920424,F2_spore.mzML,2881.0
2702,581.8152,2.118,Y2C_liq.mzML,834.0
2704,719.3474,2.196,X3C_liq.mzML,849.0
2707,233.1442,0.925079,C3C_liq.mzML,474.0
2712,665.3024,1.118003,Y2_liq.mzML,435.0
2714,872.4615,3.041281,Y1C_liq.mzML,1154.0
2716,328.1888,2.042,C3_liq.mzML,773.0
2717,552.2817,1.434848,Z3_liq.mzML,495.0
2718,1321.7524,4.248,E1_liq.mzML,1629.0
2726,642.3149,2.0505,Z2_spores.mzML,803.0
2727,407.2408,2.304379,D1_liq.mzML,902.0
2728,541.3079,3.164,D1_liq.mzML,1255.0
2733,328.6938,1.597,X2_liq.mzML,633.0
2738,535.2599,1.979,X3_spores.mzML,732.0
2739,407.2412,2.498544,Y2C_liq.mzML,971.0
2740,1126.6188,3.517,F1C_liq.mzML,1344.0
2741,1058.9075,3.004139,C3_liq.mzML,1175.0
2746,970.4492,1.9774,V3_liq.mzML,812.0
2747,549.2469,1.6035,Y3C_liq.mzML,630.0
2749,341.266,7.661293,IS_7.mzML,2888.0
2750,384.2332,1.737,D3_spore.mzML,679.0
2752,680.0201,3.388104,A1_liq.mzML,1317.0
2763,803.3818,0.614,E2C_liq.mzML,284.0
2766,960.4769,2.603,W2_liq.mzML,1020.0
2768,573.2916,1.427619,B3_liq.mzML,560.0
2775,685.3497,1.853602,V2_liq.mzML,727.0
2776,943.4814,3.868,D1_liq.mzML,1486.0
2783,871.4343,2.984322,B2_liq.mzML,1157.0
2789,558.3327,4.099459,Z2_liq.mzML,1583.0
2790,693.2966,1.07785,X3C_liq.mzML,408.0
2792,813.4415,2.298469,Z2_liq.mzML,907.0
2800,462.5674,1.532,Z3_liq.mzML,614.0
2803,735.328,2.358,Y2_liq.mzML,902.0
2806,300.1566,0.936819,A3C_liq.mzML,380.0
2807,1149.5575,1.977,Z3C_liq.mzML,772.0
2809,810.963,4.305017,Z3_liq.mzML,1612.0
2811,399.2324,3.400912,A3_liq.mzML,1309.0
2812,410.3406,8.368139,B3_spore.mzML,3051.0
2813,691.3521,2.793,B3_liq.mzML,1125.0
2814,997.5099,2.619,F3_liq.mzML,1015.0
2816,554.2634,2.289755,V2_liq.mzML,883.0
2819,645.857,3.276,X2C_liq.mzML,1305.0
2823,1306.7278,7.897146,E2_spore.mzML,2917.0
2826,499.2589,2.2265,A1_liq.mzML,879.0
2829,457.2174,1.722516,X3_spores.mzML,689.0
2830,782.4634,3.5215,Z3C_liq.mzML,1362.0
2832,613.2832,2.008,F3_liq.mzML,787.0
2835,637.2734,2.490411,Y2_liq.mzML,970.0
2836,577.2832,0.81,Y1_liq.mzML,365.0
2837,276.4799,0.5865,C3C_liq.mzML,274.0
2841,812.4093,2.713,V3_liq.mzML,1046.0
2843,523.263,1.724,A2C_liq.mzML,670.0
2848,1142.512,2.388,X1_liq.mzML,922.0
2849,798.4582,3.423392,D4_liq.mzML,1312.0
2851,578.2657,0.893396,Y1C_liq.mzML,372.0
2852,562.2561,2.125068,F3_liq.mzML,837.0
2861,403.7018,2.65,X3C_liq.mzML,1023.0
2876,237.1231,0.585,E3_spore.mzML,277.0
2879,247.1109,0.78,Z3_liq.mzML,339.0
2882,791.4966,8.747747,V1C_liq.mzML,3277.0
2889,501.2935,3.227365,A1C_liq.mzML,1240.0
2893,450.2326,1.003938,W3C_liq.mzML,387.0
2897,286.1645,0.759312,W2_spores.mzML,314.0
2898,1062.5779,3.786198,B2_liq.mzML,1440.0
2903,549.2961,1.635,Z3_liq.mzML,648.0
2923,430.3176,8.032845,Y3C_liq.mzML,3011.0
2925,472.228,0.826,Z3C_liq.mzML,325.0
2929,1088.5374,2.118,Y2_liq.mzML,826.0
2932,576.2977,2.1825,A2_liq.mzML,824.0
2934,1122.5581,3.556,C1_liq.mzML,1373.0
2935,1421.8064,4.232,D3_liq.mzML,1609.0
2939,1096.6029,3.571,A1_liq.mzML,1376.0
2942,781.393,3.261,B3_liq.mzML,1302.0
2944,809.4097,1.288988,Z1C_liq.mzML,505.0
2947,632.3213,2.628594,W2C_liq.mzML,985.0
2948,1030.4243,2.68,V1C_liq.mzML,1033.0
2962,739.4507,2.792,F3C_liq.mzML,1090.0
2973,428.723,2.4075,E2_liq.mzML,900.0
2980,579.2936,3.5485,F2_liq.mzML,1360.0
2981,754.4551,2.523397,A2C_liq.mzML,1023.0
2989,457.3516,8.125,IS_7.mzML,3057.0
2995,1024.5375,2.215,B3_liq.mzML,871.0
3001,1349.6697,4.056361,X3C_liq.mzML,1553.0
3002,427.2569,2.382652,A2_liq.mzML,900.0
3006,979.5582,3.417215,W1_liq.mzML,1341.0
3012,940.5209,3.3175,X2C_liq.mzML,1284.0
3016,781.9003,2.713017,V3C_liq.mzML,1047.0
3022,547.7665,0.926,Z3_liq.mzML,389.0
3024,1322.7332,3.984,E1_liq.mzML,1521.0
3026,649.3371,0.975167,C1C_liq.mzML,420.0
3030,1171.6088,3.564,C3C_liq.mzML,1372.0
3036,338.2125,2.54,D3C_liq.mzML,979.0
3038,939.4967,3.012331,A1_liq.mzML,1164.0
3046,583.8033,1.72557,X1C_liq.mzML,679.0
3048,786.421,4.2,A3_liq.mzML,1603.0
3052,838.4511,4.508383,Y3C_liq.mzML,1682.0
3053,644.3033,2.272294,Y3_spores.mzML,880.0
3054,754.3752,3.162,B3C_liq.mzML,1257.0
3055,498.8994,10.68089,IS_1.mzML,4017.0
3058,963.4898,2.18,B3_liq.mzML,850.0
3060,962.4509,3.931,W2_liq.mzML,1497.0
3061,495.5816,1.833,X2_liq.mzML,725.0
3067,645.3618,2.746,C3C_liq.mzML,1097.0
3069,685.3815,2.796,Y2_liq.mzML,1097.0
3072,523.2232,2.923666,W3_liq.mzML,1132.0
3073,992.4929,3.371,Z3C_liq.mzML,1308.0
3075,1147.6195,3.832,Y1C_liq.mzML,1469.0
3079,626.3406,2.152638,W3_liq.mzML,857.0
3089,542.7863,1.706,Z3C_liq.mzML,670.0
3092,401.7284,1.594,D1_liq.mzML,620.0
3094,993.4733,2.999237,Z2_liq.mzML,1131.0
3095,575.2675,1.163261,E3_liq.mzML,456.0
3098,1150.5599,1.737,Y1_liq.mzML,691.0
3103,923.1118,2.029,X3C_liq.mzML,786.0
3105,992.4812,3.371,X2C_liq.mzML,1298.0
3107,618.3278,1.024355,B2C_liq.mzML,407.0
3110,607.3355,3.829,Z2_liq.mzML,1466.0
3111,1201.5524,2.860174,W3C_liq.mzML,1111.0
3113,989.4891,3.355,D1C_liq.mzML,1296.0
3114,990.5234,3.608849,E3C_liq.mzML,1455.0
3115,544.3178,4.2025,E2_liq.mzML,1599.0
3116,640.2861,2.260722,W2C_liq.mzML,881.0
3117,791.4952,8.814559,Y2C_liq.mzML,3293.0
3118,378.7034,1.143494,X2_liq.mzML,413.0
3119,490.2873,3.358,E2_liq.mzML,1295.0
3124,619.3315,2.957494,C2C_liq.mzML,1160.0
3130,508.2672,2.214,C3_liq.mzML,867.0
3132,687.3879,3.278,Y2_liq.mzML,1260.0
3137,776.3517,2.793,E1C_liq.mzML,1095.0
3139,333.1554,0.701,Y1C_liq.mzML,291.0
3142,568.9415,1.706,Y1C_liq.mzML,678.0
3146,612.2997,2.181,W3_liq.mzML,839.0
3147,647.3317,3.34,D1_liq.mzML,1280.0
3148,683.5611,8.10711,E3_liq.mzML,3018.0
3151,786.9234,4.203,F2_liq.mzML,1615.0
3152,701.348,1.971392,F2C_liq.mzML,776.0
3154,807.3921,2.635979,D1C_liq.mzML,920.0
3168,367.1985,0.574,Y2_spores.mzML,364.0
3169,887.4013,1.99225,Y3_liq.mzML,783.0
3178,466.2029,1.546135,B3_spore.mzML,581.0
3179,584.2713,2.581285,V2C_liq.mzML,993.0
3184,446.2625,1.931,X2C_liq.mzML,758.0
3187,489.6767,6.050023,QC_8.mzML,2250.0
3194,546.256,2.340448,Y2_spores.mzML,905.0
3196,336.2626,6.535611,F2_spore.mzML,2458.0
3201,679.6841,3.392714,F3C_liq.mzML,1316.0
3203,763.5068,10.658515,IS_4.mzML,4021.0
3204,1549.8589,4.543999,B3_liq.mzML,1708.0
3205,718.8807,1.722,Z3C_liq.mzML,680.0
3207,302.1715,0.58,C2C_liq.mzML,316.0
3210,320.6738,1.651258,W2C_liq.mzML,660.0
3213,602.8052,1.658,Z3_liq.mzML,652.0
3220,151.0354,10.882961,W3_spores.mzML,4040.0
3225,729.379,2.087729,E1C_liq.mzML,814.0
3231,431.2302,3.391142,Z3C_liq.mzML,1314.0
3232,986.5444,3.969294,C2_liq.mzML,1523.0
3243,1187.6082,3.467286,D1C_liq.mzML,1326.0
3244,494.344,7.048391,D4_spore.mzML,2608.0
3245,388.2003,3.825,Y2C_liq.mzML,1472.0
3247,1305.7396,4.58485,A1_liq.mzML,1751.0
3248,648.8102,2.26272,X2C_liq.mzML,879.0
3249,553.2989,1.796,Y3_spores.mzML,789.0
3251,773.405,0.939903,A3_liq.mzML,377.0
3255,283.2825,8.116033,IS_11.mzML,3073.0
3259,381.71,0.603,C3C_liq.mzML,328.0
3263,972.4448,1.723,Y2C_liq.mzML,683.0
3265,353.6656,2.009,A2C_liq.mzML,772.0
3268,503.2726,2.315813,A3_liq.mzML,912.0
3271,365.1382,7.354722,QC_1.mzML,2761.0
3272,262.1181,1.626,A3_liq.mzML,672.0
3274,457.236,1.675,X3C_liq.mzML,654.0
3276,286.1646,0.628657,Z2_spores.mzML,276.0
3277,879.4313,3.481724,Y1C_liq.mzML,1336.0
3280,391.7126,0.748525,Y3_spores.mzML,320.0
3283,756.5813,10.685177,E2_spore.mzML,3958.0
3287,1288.6407,2.712,D4_liq.mzML,1058.0
3294,313.1559,2.665,Y3_liq.mzML,1042.0
3298,263.1407,1.6125,E1_liq.mzML,616.0
3301,1105.5791,1.579,X2C_liq.mzML,621.0
3307,809.388,2.36,V3_liq.mzML,930.0
3310,330.2024,2.421,F3_spore.mzML,909.0
3312,765.9044,3.339,A3_liq.mzML,1265.0
3317,745.2618,1.289047,D4_liq.mzML,514.0
3318,544.2632,1.849,C1_liq.mzML,734.0
3323,629.8035,0.849952,W2C_liq.mzML,285.0
3337,410.2858,2.409,Y2_liq.mzML,889.0
3345,961.5215,3.822778,W1_liq.mzML,1501.0
3348,456.2819,2.259244,Y3_spores.mzML,885.0
3350,532.2659,0.795,W2_liq.mzML,357.0
3353,482.3825,7.416336,B3_spore.mzML,2726.0
3354,446.7319,2.294278,C3_liq.mzML,903.0
3355,442.2182,2.243286,D1_liq.mzML,879.0
3363,454.2142,0.79742,Z2_spores.mzML,401.0
3364,462.3365,0.6495,F1_liq.mzML,288.0
3371,756.3602,0.943275,V2C_liq.mzML,386.0
3372,1521.1501,7.421329,Y3_spores.mzML,2762.0
3374,784.4892,10.658126,IS_10.mzML,3979.0
3379,561.7819,3.5555,B3C_liq.mzML,1367.0
3383,785.4401,2.746,V3C_liq.mzML,1052.0
3385,855.3854,1.548,Y2C_liq.mzML,607.0
3387,989.5517,3.917,D4C_liq.mzML,1458.0
3393,855.4582,2.328,Y1C_liq.mzML,912.0
3394,278.1662,0.561556,V3_spores.mzML,258.0
3397,697.2697,1.267875,X3_liq.mzML,454.0
3405,792.3116,2.199,E2C_liq.mzML,863.0
3409,927.4714,2.587,F3_liq.mzML,1010.0
3410,688.8327,3.603,X2C_liq.mzML,1388.0
3416,511.2853,1.969127,,
3428,534.2572,1.605894,Y3C_liq.mzML,628.0
3433,629.3779,2.057,A3_liq.mzML,798.0
3436,336.3098,7.677521,IS_7.mzML,2889.0
3442,577.8359,3.115,E1C_liq.mzML,1209.0
3449,230.1217,0.958831,V3_liq.mzML,467.0
3457,425.6864,0.708067,Z2C_liq.mzML,288.0
3458,725.9064,4.046838,A3_liq.mzML,1550.0
3464,1171.6099,3.634792,B1C_liq.mzML,1399.0
3467,848.3837,0.778,B3C_liq.mzML,329.0
3469,927.4857,2.587,D4_liq.mzML,1012.0
3472,367.1613,0.701345,W2_liq.mzML,335.0
3476,714.378,2.957,A2C_liq.mzML,1113.0
3480,671.2531,2.4045,X3_liq.mzML,938.0
3481,891.5037,1.897,D3_liq.mzML,749.0
3487,709.8715,2.401,Z1C_liq.mzML,917.0
3489,988.5334,2.165,A3C_liq.mzML,843.0
3491,602.2783,1.063692,Y1C_liq.mzML,434.0
3492,528.2479,2.698,X1_liq.mzML,1039.0
3495,748.3581,1.7075,C2C_liq.mzML,682.0
3497,927.5522,6.566649,E3_spore.mzML,2407.0
3501,592.2697,1.673629,V1C_liq.mzML,653.0
3509,1226.5651,3.5175,X3_liq.mzML,1348.0
3510,791.4965,8.781869,V2C_liq.mzML,3291.0
3532,562.3269,2.476,V3C_liq.mzML,993.0
3538,626.8674,3.437476,W1_liq.mzML,1346.0
3539,781.4462,2.500316,F3_liq.mzML,979.0
3540,388.2507,2.057,A1_spore.mzML,810.0
3541,528.3397,2.824,A2C_liq.mzML,1104.0
3546,593.2553,0.92838,W3_spores.mzML,385.0
3548,989.6987,6.976402,B3_spore.mzML,2562.0
3550,454.7289,1.895,V3C_liq.mzML,744.0
3555,1129.4908,3.599,X1_liq.mzML,1374.0
3557,767.3534,2.230717,F3_liq.mzML,873.0
3565,630.3258,3.875,W2C_liq.mzML,1480.0
3567,554.3021,2.4365,C2C_liq.mzML,927.0
3571,860.4647,3.338,Z3_liq.mzML,1314.0
3573,610.3445,2.982871,V2C_liq.mzML,1116.0
3575,1181.541,2.168,D1C_liq.mzML,841.0
3576,395.7429,3.437019,A1C_liq.mzML,1316.0
3578,306.6439,1.684228,B2_liq.mzML,671.0
3580,811.0732,2.026,V1C_liq.mzML,761.0
3581,683.328,2.503394,V1C_liq.mzML,970.0
3584,1504.8516,3.410701,B1_liq.mzML,1290.0
3585,429.1984,2.061405,E2C_liq.mzML,854.0
3595,719.3275,0.703,W3_liq.mzML,316.0
3596,736.4991,10.658389,D3_liq.mzML,3939.0
3598,438.7365,1.975613,A2_liq.mzML,762.0
3607,312.9428,10.908985,QC_0.mzML,4189.0
3612,892.4255,2.777,D1C_liq.mzML,1023.0
3616,1010.6658,6.587479,W3_spores.mzML,2448.0
3617,278.1659,4.656834,QC_9.mzML,1833.0
3619,1138.6582,4.088624,Y2C_liq.mzML,1558.0
3620,392.184,2.026,Y3_liq.mzML,840.0
3621,263.173,0.580017,B3_spore.mzML,267.0
3631,523.7564,1.864,F3_liq.mzML,732.0
3635,1155.6063,2.706,F2_liq.mzML,1051.0
3638,487.2956,1.966333,C2C_liq.mzML,779.0
3644,1422.7976,4.2285,D4C_liq.mzML,1614.0
3647,523.751,1.848,C2_liq.mzML,722.0
3649,310.1088,2.143684,QC_11.mzML,817.0
3650,585.2515,1.61,V2C_liq.mzML,623.0
3651,1136.6588,3.003328,D1_liq.mzML,1155.0
3654,602.2927,2.309,X1C_liq.mzML,975.0
3655,479.2392,1.532,E1_liq.mzML,651.0
3657,447.248,1.484,Y2_liq.mzML,590.0
3661,1515.7642,10.711209,X3_spores.mzML,3947.0
3662,480.9101,1.356348,Z3C_liq.mzML,517.0
3663,423.2646,3.555,D1_liq.mzML,1369.0
3667,529.3373,0.8485,D4_liq.mzML,371.0
3668,1200.5646,2.922625,X1_liq.mzML,1134.0
3671,486.3788,7.602965,A2C_liq.mzML,2861.0
3674,230.1129,0.729832,V3_liq.mzML,249.0
3680,653.3318,2.89034,V1C_liq.mzML,1172.0
3691,328.3209,7.163617,B2_spore.mzML,2665.0
3692,879.42,3.480143,Y3C_liq.mzML,1334.0
3693,579.3002,3.54,A1_liq.mzML,1370.0
3697,656.4394,1.6115,E3_liq.mzML,633.0
3710,612.559,1.986615,X1C_liq.mzML,773.0
3716,366.1972,1.611,F3C_liq.mzML,650.0
3718,1062.5914,3.753819,Y2C_liq.mzML,1437.0
3724,1023.4786,3.083111,E3_liq.mzML,1199.0
3729,363.2003,1.549,V3_liq.mzML,608.0
3737,999.5159,2.222192,Y2_liq.mzML,863.0
3743,1158.5417,2.168,C1_liq.mzML,839.0
3745,978.5594,3.499031,W3_liq.mzML,1294.0
3748,601.3206,3.551,D1_liq.mzML,1370.0
3753,826.312,1.079367,Y2C_liq.mzML,428.0
3754,1007.0516,3.831,C1C_liq.mzML,1478.0
3756,565.2655,1.967716,W2_liq.mzML,771.0
3758,319.7166,1.8165,C2C_liq.mzML,707.0
3767,343.1601,0.617,D4_spore.mzML,267.0
3769,1047.7859,7.298497,V3_spores.mzML,2695.0
3771,871.4364,3.197092,V3_liq.mzML,1233.0
3773,829.4522,3.324,X1C_liq.mzML,1285.0
3779,566.2617,1.754,E2_liq.mzML,689.0
3787,639.4598,8.378422,X2C_liq.mzML,3166.0
3788,1007.5198,2.094281,Z2C_liq.mzML,818.0
3790,491.3086,0.652,E2C_liq.mzML,280.0
3792,376.1551,1.710143,Y3_spores.mzML,684.0
3795,1450.793,4.316898,D4_liq.mzML,1635.0
3798,1185.5568,3.012786,W2_liq.mzML,1170.0
3799,683.3727,2.152028,V3_liq.mzML,846.0
3802,693.2524,1.753,C1_liq.mzML,689.0
3810,820.407,0.866821,F3C_liq.mzML,356.0
3819,491.287,3.085827,A3_spore.mzML,1084.0
3822,752.4708,2.939056,E1_liq.mzML,1135.0
3823,878.4453,3.408271,E2_liq.mzML,1353.0
3826,1133.4812,1.833,W3C_liq.mzML,733.0
3827,1216.5447,2.758,W1_liq.mzML,1070.0
3829,391.2535,1.945,A2C_liq.mzML,763.0
3838,360.1799,6.70895,X1_liq.mzML,2538.0
3840,1213.7131,8.268453,X2_spores.mzML,3032.0
3850,691.5262,8.092131,B1C_liq.mzML,3069.0
3856,547.2994,0.905805,Y2C_liq.mzML,367.0
3862,605.3752,3.636048,F3C_liq.mzML,1393.0
3863,698.388,3.057922,F2C_liq.mzML,1249.0
3869,1172.6171,3.565,D1C_liq.mzML,1380.0
3871,388.7365,3.3485,E3C_liq.mzML,1304.0
3872,716.52,10.658,Z3C_liq.mzML,3935.0
3874,334.1617,0.764451,E3_spore.mzML,326.0
3877,1184.5693,3.000679,Y2_liq.mzML,1161.0
3886,745.2704,1.272151,Y1C_liq.mzML,511.0
3888,761.381,2.136,A1_liq.mzML,837.0
3889,558.8395,4.099817,W2_liq.mzML,1557.0
3890,608.3377,2.072,Y2_spores.mzML,817.0
3891,360.6887,1.437,B2C_liq.mzML,635.0
3892,354.2027,0.591,C3C_liq.mzML,280.0
3894,836.9577,4.203,E1_liq.mzML,1599.0
3897,547.3782,7.361657,W3_spores.mzML,2733.0
3899,943.4941,3.8735,E1_liq.mzML,1480.0
3903,675.3513,2.248979,F1C_liq.mzML,896.0
3910,885.4359,2.331,E1C_liq.mzML,924.0
3915,1013.5209,3.190392,X3C_liq.mzML,1241.0
3921,850.3548,1.211656,X3_liq.mzML,431.0
3924,461.3343,0.801,A3C_liq.mzML,340.0
3930,1008.5201,3.911821,A3_liq.mzML,1480.0
3932,603.2806,0.992002,Y1C_liq.mzML,380.0
3940,781.4577,3.8345,Y1_liq.mzML,1453.0
3941,776.3946,3.32,A3_liq.mzML,1287.0
3946,721.3546,3.645549,W1_liq.mzML,1395.0
3947,813.752,2.6105,Z3C_liq.mzML,999.0
3949,274.2732,10.681329,B2C_liq.mzML,3971.0
3954,550.3602,7.568875,Y3_spores.mzML,2807.0
3957,440.2088,2.901,B2C_liq.mzML,1094.0
3958,422.2123,1.876102,C3C_liq.mzML,786.0
3963,909.4825,3.100463,D3C_liq.mzML,1273.0
3965,521.2668,1.420727,Z3_liq.mzML,556.0
3970,479.2647,3.026719,B3C_liq.mzML,1174.0
3971,786.5049,10.654595,Z2_spores.mzML,3917.0
3974,586.3131,3.630084,A2C_liq.mzML,1390.0
3976,1160.4091,1.369807,Z2C_liq.mzML,521.0
3977,943.7166,6.962375,F3_spore.mzML,2574.0
3978,587.2841,2.445,W3_spores.mzML,925.0
3980,438.7459,2.555242,A2_liq.mzML,1027.0
3985,787.4158,2.587,V1C_liq.mzML,1004.0
3987,848.3939,0.757884,B1_liq.mzML,332.0
4009,877.4327,2.95547,Z2C_liq.mzML,1133.0
4013,977.4375,0.698,X1_liq.mzML,284.0
4014,906.434,1.474091,Z2_liq.mzML,577.0
4015,743.4041,2.321208,W1_liq.mzML,891.0
4025,464.2522,3.835,A3_liq.mzML,1483.0
4028,427.2069,2.688556,B3_spore.mzML,1003.0
4030,1160.3938,1.063444,A2_liq.mzML,417.0
4033,863.5027,2.886859,W3_liq.mzML,1115.0
4040,513.2298,0.5895,V2_liq.mzML,347.0
4055,647.3328,0.782,IS_7.mzML,328.0
4058,563.2568,1.642,D4_liq.mzML,611.0
4059,160.0758,0.998,E2_liq.mzML,499.0
4061,818.983,4.2445,V2_liq.mzML,1626.0
4063,845.3788,1.5975,W2C_liq.mzML,630.0
4066,280.1297,0.848,V3_liq.mzML,350.0
4068,467.2215,0.780769,W2_spores.mzML,319.0
4071,244.6479,0.949907,C2_spore.mzML,427.0
4073,362.9277,10.679713,V3C_liq.mzML,4112.0
4089,480.4261,8.134699,IS_7.mzML,3058.0
4091,395.7105,3.635693,D1_liq.mzML,1422.0
4094,1424.6835,3.65039,X3C_liq.mzML,1402.0
4095,486.3785,7.569948,C3C_liq.mzML,2858.0
4096,428.8869,2.230717,E3_liq.mzML,875.0
4097,563.809,3.517,Y1C_liq.mzML,1348.0
4098,825.3782,1.252611,Z3C_liq.mzML,500.0
4105,907.4688,2.118,F1C_liq.mzML,824.0
4115,276.1788,1.675238,C1C_liq.mzML,648.0
4117,697.2611,1.215251,Y3_liq.mzML,490.0
4122,395.2365,2.293814,F2_liq.mzML,888.0
4127,576.3491,1.0,IS_7.mzML,404.0
4131,1441.7166,3.650143,X1_liq.mzML,1390.0
4132,343.7033,2.491419,E2_liq.mzML,1008.0
4136,314.1779,0.702,IS_7.mzML,290.0
4138,569.296,1.370823,Z3_spores.mzML,536.0
4142,775.8586,1.675,W3_liq.mzML,725.0
4151,1198.6946,10.694323,V3_spores.mzML,3981.0
4159,424.2239,3.049099,E2_liq.mzML,1175.0
4164,1394.7457,3.2425,Z2_liq.mzML,1264.0
4169,183.0095,10.789935,IS_7.mzML,4121.0
4170,526.4104,7.601651,Y3_spores.mzML,2792.0
4172,648.317,1.802,C3C_liq.mzML,728.0
4173,1199.6412,3.644669,Z1C_liq.mzML,1387.0
4178,747.3793,2.506712,B1_liq.mzML,979.0
4182,587.296,1.5805,D1C_liq.mzML,615.0
4188,679.3485,2.633192,F2_liq.mzML,1021.0
4195,830.4278,2.198,Z3_liq.mzML,860.0
4197,590.2994,1.88,Y1C_liq.mzML,738.0
4199,227.0793,1.019982,C1_spore.mzML,410.0
4213,231.1129,1.306441,A1C_liq.mzML,445.0
4223,782.4611,3.8355,B2_liq.mzML,1468.0
4227,1426.8265,6.543893,D4_spore.mzML,2414.0
4229,471.7944,3.629687,A2C_liq.mzML,1389.0
4231,506.2621,0.699,Y3_liq.mzML,307.0
4241,511.2744,2.7435,C2_liq.mzML,1070.0
4242,579.2415,1.627,W3C_liq.mzML,640.0
4256,513.7733,3.131,A1_liq.mzML,1212.0
4257,504.9204,2.637545,E2_liq.mzML,1014.0
4258,302.161,1.644,D3C_liq.mzML,648.0
4266,207.0181,10.781841,Y3_liq.mzML,3998.0
4270,610.3569,2.49451,C3_liq.mzML,970.0
4271,281.1129,1.063692,W2_spores.mzML,465.0
4273,824.345,2.102348,B3_liq.mzML,817.0
4277,618.3273,3.051,F3C_liq.mzML,1209.0
4282,746.374,1.375336,A1C_liq.mzML,545.0
4287,594.3098,3.458511,C1C_liq.mzML,1329.0
4292,318.6677,1.518,B3_liq.mzML,595.0
4299,1338.6886,3.099997,Y3C_liq.mzML,1206.0
4304,825.4126,3.041544,X1_liq.mzML,1158.0
4311,1305.7211,4.632459,D1_liq.mzML,1746.0
4318,374.2282,2.603,V1C_liq.mzML,994.0
4320,297.1267,1.88,X3_liq.mzML,731.0
4322,729.0792,4.561312,F3C_liq.mzML,1733.0
4323,1015.4988,1.6425,C1_liq.mzML,644.0
4324,523.2569,3.108595,B3_liq.mzML,1188.0
4328,589.796,0.944308,Y2C_liq.mzML,386.0
4330,288.1123,6.047332,QC_2.mzML,2320.0
4331,755.5448,8.449034,X3C_liq.mzML,3170.0
4334,991.53,3.605,F1C_liq.mzML,1387.0
4335,620.3298,2.373634,Y1C_liq.mzML,929.0
4337,444.2445,1.737,C1C_liq.mzML,692.0
4340,1350.775,10.711038,C2_spore.mzML,3893.0
4342,783.4397,3.131,W1_liq.mzML,1204.0
4347,413.322,8.137542,IS_7.mzML,3055.0
4356,362.214,3.622174,C1C_liq.mzML,1394.0
4365,682.854,2.957,B3_liq.mzML,1156.0
4372,678.366,4.107,B1C_liq.mzML,1575.0
4381,755.5366,8.523186,V2_liq.mzML,3158.0
4390,895.4037,1.459327,Y3_liq.mzML,586.0
4408,675.3732,3.067353,A2C_liq.mzML,1192.0
4409,706.3774,2.65,D3_spore.mzML,996.0
4411,365.8344,0.578009,Y3_spores.mzML,325.0
4412,738.5045,10.659784,E3_liq.mzML,3903.0
4417,602.293,2.523,V2C_liq.mzML,969.0
4419,577.2238,1.4445,Z2_liq.mzML,561.0
4423,304.134,0.5625,Y3_spores.mzML,279.0
4432,1097.4803,2.1915,Z1C_liq.mzML,823.0
4433,461.2398,2.995506,D3_liq.mzML,1150.0
4442,455.2151,2.199,E3_liq.mzML,843.0
4443,720.3364,2.153277,X2_liq.mzML,848.0
4444,987.6918,6.589456,V3_spores.mzML,2442.0
4449,1030.55,3.156,V2C_liq.mzML,1233.0
4462,254.1223,0.811,E3C_liq.mzML,308.0
4464,1080.438,1.184628,B3C_liq.mzML,497.0
4468,1551.8538,3.972,F3_liq.mzML,1516.0
4472,389.203,0.758,X2_liq.mzML,376.0
4476,358.1592,1.402253,C3C_liq.mzML,594.0
4492,589.306,3.269532,F1C_liq.mzML,1277.0
4494,880.4482,2.9375,Y3C_liq.mzML,1128.0
4496,1022.4879,1.428568,Z1C_liq.mzML,564.0
4502,546.2376,1.516,Z3C_liq.mzML,608.0
4503,648.27,2.326,F3_liq.mzML,912.0
4512,410.2071,2.46,V1C_liq.mzML,943.0
4514,905.4753,3.8245,Y1_liq.mzML,1511.0
4517,508.2838,3.046526,B3C_liq.mzML,1179.0
4520,310.2129,2.008,Z2C_liq.mzML,782.0
4523,545.2591,1.106395,Y2_liq.mzML,319.0
4550,909.4566,1.88,W2_liq.mzML,690.0
4555,314.1724,1.813909,Y3_liq.mzML,758.0
4563,459.2544,1.374184,Z3C_liq.mzML,545.0
4568,1350.7524,10.720927,E2_spore.mzML,3964.0
4572,617.3168,1.802,C2C_liq.mzML,717.0
