row_id	mz	rt	median_a	median_b	log2FC_a_over_b	prevalence_a	prevalence_b	prevalence_diff	U_stat	p_value	q_value	comparison	species	family	group_a	group_b	direction	liq_over_spore_log2fc	row ID	sirius_formula	sirius_adduct	sirius_structure_name	sirius_structure_smiles	sirius_structure_confidence	sirius_npc_pathway	sirius_npc_class	sirius_classyfire_class	sirius_source_feature_id	sirius_source_run	annotation_origin	n_candidates	source_mz	source_rt	feature_mz	feature_rt	ppm_error	rt_delta_min	ms2_cosine	match_class	match_status	n_sirius_hits	sirius_hit_ids	sirius_hit_formulas	merged_conflict	is_liq_enriched	passes_media_blank	is_secreted_candidate	bioactive
12032	240.1806	0.578957	5.938311329028679e-05	1.118171759813413e-05	1.979769449169302	1.0	0.5	0.5	50.0	0.0006660006660006	0.0043116741493909	dendrobatidis_spore_Zoospore_vs_spore_Developed	dendrobatidis	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	-5.768183288284801	12032.0	C11H25N2O2	[M + Na]+	N-[3-(dimethylamino)propyl]-5-propan-2-yl-1H-1,2,4-triazole-3-carboxamide	CC(C)C1=NC(=NN1)C(=O)NCCCN(C)C	0.112	Alkaloids	Imidazole alkaloids	Heteroaromatic compounds	12032.0	native-full-e9838293-bagel	native	1.0								native	native	1.0	12032.0	C11H25N2O2	False	False	False	False	True
26150	155.118	1.717879	0.0003464642012376	8.886845912867211e-05	1.902534947130813	1.0	1.0	0.0	50.0	0.0006660006660006	0.0043116741493909	dendrobatidis_spore_Zoospore_vs_spore_Developed	dendrobatidis	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	-7.9112359138427495	26150.0	C8H14N2O	[M + H]+	N-(1-Cyano-1-methylethyl)isobutyramide	CC(C)C(=O)NC(C)(C)C#N	0.073	Alkaloids	Primary amides	Azacyclic compounds	26150.0	native-full-e9838293-bagel	native	1.0								native	native	1.0	26150.0	C8H14N2O	False	False	False	False	True
15488	325.2701	8.158861	0.0002201629977672	5.921435977604811e-05	1.8069664888500832	1.0	1.0	0.0	50.0	0.0006660006660006	0.0043116741493909	dendrobatidis_spore_Zoospore_vs_spore_Developed	dendrobatidis	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	-3.531412173875495	15488.0	C16H32N6O	[M + H]+	Diethylhomospermine	CCNCCCCNCCCCNCCCCNCC	0.216	Alkaloids	Polyamines	Organonitrogen compounds	15488.0	native-full-e9838293-bagel	native	1.0								native	native	1.0	15488.0	C16H32N6O	False	False	False	False	True
21167	169.9772	2.167	0.0009671034113142	0.0002773171917505	1.7831064389718403	1.0	1.0	0.0	50.0	0.0006660006660006	0.0043116741493909	dendrobatidis_spore_Zoospore_vs_spore_Developed	dendrobatidis	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	-9.554042457693104	21167.0	C2H4ClN3O2S	[M + H]+	2-Azidoethane-1-sulfonyl chloride	C(CS(=O)(=O)Cl)N=[N+]=[N-]		Alkaloids	Imidazole alkaloids	Azoles	21167.0	native-full-e9838293-bagel	native	1.0								native	native	1.0	21167.0	C2H4ClN3O2S	False	False	False	False	True
21327	166.0643	10.877056	0.000805853989041	0.0002432516790466	1.7068754860477326	1.0	1.0	0.0	50.0	0.0006660006660006	0.0043116741493909	dendrobatidis_spore_Zoospore_vs_spore_Developed	dendrobatidis	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	-3.629028894805291	21327.0	C4H11N3O2S	[M + H]+	Piperazine-1-sulfonamide	C1CN(CCN1)S(=O)(=O)N	0.03	Alkaloids	Imidazole alkaloids	Organonitrogen compounds	21327.0	native-full-e9838293-bagel	native	1.0								native	native	1.0	21327.0	C4H11N3O2S	False	False	False	False	True
10919	286.3113	6.407056	0.0001149400601633	0.0003855464771992	-1.701603996051704	1.0	1.0	0.0	0.0	0.0006660006660006	0.0043116741493909	dendrobatidis_spore_Zoospore_vs_spore_Developed	dendrobatidis	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Developed	-4.113820757349542	10919.0	C18H39NO	[M + H]+	Hexadecyldimethylamine N-oxide	CCCCCCCCCCCCCCCC[N+](C)(C)[O-]	0.114	Fatty acids	Sphingoid bases	Organonitrogen compounds	10919.0	native-full-e9838293-bagel	native	1.0								native	native	1.0	10919.0	C18H39NO	False	False	False	False	True
11677	294.1852	4.834339	0.0001062663963963	2.9533018330739104e-05	1.6825332161873647	1.0	1.0	0.0	50.0	0.0006660006660006	0.0043116741493909	dendrobatidis_spore_Zoospore_vs_spore_Developed	dendrobatidis	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	-3.6469638710206373	11677.0	C14H23BN2O4	[M + H]+	2-(1-Benzyl-4-methylpyrazol-3-yloxy)-2-methylpropionic acid	CN(C)CCC(C1=CC=CC=C1)(C2=CC=CC=C2)OCC#C	0.16	Alkaloids	Tropane alkaloids	Organonitrogen compounds	11677.0	native-full-e9838293-bagel	native	1.0								native	native	1.0	11677.0	C14H23BN2O4	False	False	False	False	True
2601	430.9153	10.679081	0.0091449778486228	0.002890545134402	1.659868774439885	1.0	1.0	0.0	50.0	0.0006660006660006	0.0043116741493909	dendrobatidis_spore_Zoospore_vs_spore_Developed	dendrobatidis	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	-3.2770991479795284	2601.0	C15H6O9P2	[M + K]+	p-AZOBENZENEARSONATE	C1=CC(=CC=C1N=NC2=CC=C(C=C2)[As](=O)(O)O)[As](=O)(O)O	0.073	Terpenoids	Pinane monoterpenoids	Benzene and substituted derivatives	2601.0	native-full-e9838293-bagel	native	1.0								native	native	1.0	2601.0	C15H6O9P2	False	False	False	False	True
3983	342.2635	3.967781	0.0037659489027959	0.0011931930835427	1.653911645309247	1.0	1.0	0.0	50.0	0.0006660006660006	0.0043116741493909	dendrobatidis_spore_Zoospore_vs_spore_Developed	dendrobatidis	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	-4.203421767872703	3983.0	C19H35NO4	[M + H]+	11-Dodecenoylcarnitine	C[N+](C)(C)CC(CC(=O)O)OC(=O)CCCCCCCCCC=C	0.074	Alkaloids	Piperidine alkaloids	Carboxylic acids and derivatives	8414.0	EB-MSV000090464-gnps_ms2	transferred	1.0	342.2635	3.97	342.2635	3.967781	0.0	-0.002	1.0	unique	assigned	1.0	8414.0	C19H35NO4	False	False	False	False	True
33487	167.9814	10.825569	0.0002772462693436	8.581314681919851e-05	1.6339438142167608	1.0	1.0	0.0	50.0	0.0006660006660006	0.0043116741493909	dendrobatidis_spore_Zoospore_vs_spore_Developed	dendrobatidis	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	-3.721678718821776	33487.0	C5H8Cl2N2	[M + H]+	Bis(2-chloroethyl)cyanamide	C(CCl)N(CCCl)C#N	0.009	Alkaloids	Pyridine alkaloids	Pyridines and derivatives	33487.0	native-full-e9838293-bagel	native	1.0								native	native	1.0	33487.0	C5H8Cl2N2	False	False	False	False	True
4089	480.4261	8.134699	0.0008028241214129	0.0002612170699312	1.6007504302511764	1.0	1.0	0.0	50.0	0.0006660006660006	0.0043116741493909	dendrobatidis_spore_Zoospore_vs_spore_Developed	dendrobatidis	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	-4.1649988234630735	4089.0	C22H49B6NO4Si	[M + H]+	(Z)-N-[3-[4-[3-[3-[[(Z)-hept-4-enoyl]amino]propylamino]propylamino]butylamino]propyl]hept-4-enamide	CCC=CCCC(=O)NCCCNCCCCNCCCNCCCNC(=O)CCC=CCC	0.004	Alkaloids	Tricyclic guanidine alkaloids	Organonitrogen compounds	4089.0	native-full-e9838293-bagel	native	1.0								native	native	1.0	4089.0	C22H49B6NO4Si	False	False	False	False	True
734	422.3825	7.909511	0.0028991068713642	0.0009627933409204	1.5851354339703112	1.0	1.0	0.0	50.0	0.0006660006660006	0.0043116741493909	dendrobatidis_spore_Zoospore_vs_spore_Developed	dendrobatidis	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	-3.884925596669596	734.0	C26H49N2O2	[M + H]+	Tetradecanamide, N-[2-[[2-[[2-[(2-aminoethyl)amino]ethyl]amino]ethyl]amino]ethyl]-	CCCCCCCCCCCCCC(=O)NCCNCCNCCNCCN	0.041	Alkaloids	Tropane alkaloids	Azoles	9487.0	EB-MSV000090464-gnps_ms2	transferred	1.0	422.3846	7.92	422.3825	7.909511	-4.972	-0.01	0.9999	unique	assigned	1.0	9487.0	C26H49N2O2	False	False	False	False	True
12575	195.993	10.880929	0.0019549050458428	0.0006823593243447	1.511389353042907	1.0	1.0	0.0	50.0	0.0006660006660006	0.0043116741493909	dendrobatidis_spore_Zoospore_vs_spore_Developed	dendrobatidis	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	-3.7172008315545075	12575.0	C5H7N3O2S	[M + Na]+	N-(1H-pyrazol-4-yl)ethenesulfonamide	C=CS(=O)(=O)NC1=CNN=C1	0.117	Amino acids and Peptides	Imidazole alkaloids	Azoles	12575.0	native-full-e9838293-bagel	native	1.0								native	native	1.0	12575.0	C5H7N3O2S	False	False	False	False	True
14616	167.9989	10.867288	0.0016577234246177	0.0006135575513809	1.4262911691623184	1.0	1.0	0.0	50.0	0.0006660006660006	0.0043116741493909	dendrobatidis_spore_Zoospore_vs_spore_Developed	dendrobatidis	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	-3.8342969504318427	14616.0	C5H7Cl2NO	[M + H]+	2-Amino-5-fluoropyrimidin-4(1h)-one	C1=C(C(=O)NC(=N1)N)F	0.111	Alkaloids	Purine alkaloids	Diazines	14616.0	native-full-e9838293-bagel	native	1.0								native	native	1.0	14616.0	C5H7Cl2NO	False	False	False	False	True
8660	282.91	10.784447	0.0020586345664049	0.0007840958520113	1.3867012597600852	1.0	1.0	0.0	50.0	0.0006660006660006	0.0043116741493909	dendrobatidis_spore_Zoospore_vs_spore_Developed	dendrobatidis	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	-3.7556040322586655	8660.0	C3H6N2O5P2S	[M + K]+	4-bromo-3-(trifluoromethyl)-1H-pyrazole-1-ylmethanol	C1=C(C(=NN1CO)C(F)(F)F)Br	0.076	Alkaloids	Imidazole alkaloids	Aryl halides	8660.0	native-full-e9838293-bagel	native	1.0								native	native	1.0	8660.0	C3H6N2O5P2S	False	False	False	False	True
31821	311.033	1.041545	0.0001987372103353	7.341545642471478e-05	1.3753600474101026	1.0	1.0	0.0	50.0	0.0006660006660006	0.0043116741493909	dendrobatidis_spore_Zoospore_vs_spore_Developed	dendrobatidis	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	-7.7117671776043	31821.0	C9H12Cl2N4O4	[M + H]+	2-[(5-amino-1,3,4-thiadiazol-2-yl)sulfanyl]-N-(2-ethylsulfonylethyl)acetamide	CCS(=O)(=O)CCNC(=O)CSC1=NN=C(S1)N		Amino acids and Peptides	Imidazole alkaloids	Carboxylic acids and derivatives	31821.0	native-full-e9838293-bagel	native	1.0								native	native	1.0	31821.0	C9H12Cl2N4O4	False	False	False	False	True
1042	182.9858	10.905051	0.0344241762888246	0.013601315332251	1.3393430917387137	1.0	1.0	0.0	50.0	0.0006660006660006	0.0043116741493909	dendrobatidis_spore_Zoospore_vs_spore_Developed	dendrobatidis	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	-3.6510258776823505	1042.0	C4H4N2O3S	[M + Na]+	4-Methoxy-1,2,5-thiadiazole-3-carboxylic acid	COC1=NSN=C1C(=O)O	0.064	Alkaloids	Imidazole alkaloids	Azoles	1042.0	native-full-e9838293-bagel	native	1.0								native	native	1.0	1042.0	C4H4N2O3S	False	False	False	False	True
1642	392.3717	8.151505	0.0011978632467185	0.0004707692454463	1.3377917027072896	1.0	1.0	0.0	50.0	0.0006660006660006	0.0043116741493909	dendrobatidis_spore_Zoospore_vs_spore_Developed	dendrobatidis	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	-3.573522689096488	1642.0	C18H41B6NO2Si	[M + H]+	2-[2-[2-[2-[2-Aminoethyl-[2-(methylamino)ethyl]amino]ethylamino]ethyl-(2-hydroxyethyl)amino]ethyl-[2-(methylamino)ethyl]amino]ethanol	CNCCN(CCN)CCNCCN(CCN(CCNC)CCO)CCO		Alkaloids	Polyamines	Triazines	9691.0	EB-MSV000090464-gnps_ms2	transferred	1.0	392.3746	8.15	392.3717	8.151505	-7.391	0.002	1.0	unique	assigned	1.0	9691.0	C18H41B6NO2Si	False	False	False	False	True
8705	658.5115	7.803539	0.0006684808940579	0.0002616357235024	1.336148274416155	1.0	1.0	0.0	50.0	0.0006660006660006	0.0043116741493909	dendrobatidis_spore_Zoospore_vs_spore_Developed	dendrobatidis	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	-3.270128765414314	8705.0	C37H71NO6S	[M + H]+	{[3-hydroxy-2-(N-methyloctadecanamido)octadeca-4,8-dien-1-yl]oxy}sulfonic acid	CCCCCCCCCCCCCCCCCC(=O)N(C)C(COS(=O)(=O)O)C(C=CCCC=CCCCCCCCCC)O	0.024	Alkaloids	Tetracyclic diterpenoids	Carboxylic acids and derivatives	9451.0	EB-MSV000090464-gnps_ms2	transferred	1.0	658.5115	7.79	658.5115	7.803539	0.0	0.014	0.9999	unique	assigned	1.0	9451.0	C37H71NO6S	False	False	False	False	True
2706	556.4415	7.603998	0.0011888961742196	0.0004736174170937	1.318390690089024	1.0	1.0	0.0	50.0	0.0006660006660006	0.0043116741493909	dendrobatidis_spore_Zoospore_vs_spore_Developed	dendrobatidis	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	-3.573897240217084	2706.0	C34H57N3O3	[M + H]+	Didodecyl 1,4-dihydro-2,6-dimethylpyridine-3,5-dicarboxylate	CCCCCCCCCCCCOC(=O)C1=C(NC(=C(C1)C(=O)OCCCCCCCCCCCC)C)C	0.108	Fatty acids	Pyridine alkaloids	Organooxygen compounds	9365.0	EB-MSV000090464-gnps_ms2	transferred	1.0	556.4415	7.6	556.4415	7.603998	0.0	0.004	1.0	unique	assigned	1.0	9365.0	C34H57N3O3	False	False	False	False	True
5377	582.215	1.055346	0.0006614848324344	0.0002662417204806	1.2963959263912932	1.0	1.0	0.0	50.0	0.0006660006660006	0.0043116741493909	dendrobatidis_spore_Zoospore_vs_spore_Developed	dendrobatidis	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	-2.233282937875566	5377.0	C29H38NO8P	[M + Na]+	1,1-C-[Bis(benzyloxy)phosphinyliminotrimethylene]-2-O,3-O:5-O,6-O-diisopropylidene-1-deoxy-alpha-D-mannofuranose	CC1(OCC(O1)C2C3C(C4(O2)CCCN4P(=O)(OCC5=CC=CC=C5)OCC6=CC=CC=C6)OC(O3)(C)C)C	0.008	Terpenoids	Drimane sesquiterpenoids	Carboxylic acids and derivatives	1551.0	EB-MSV000090464-gnps_ms2	transferred	2.0	582.2157	1.07	582.215	1.055346	-1.202	-0.015	0.9999	ms2_tie	assigned	1.0	1551.0	C29H38NO8P	False	False	True	False	True
36484	262.1656	1.548579	0.0001470612927707	5.755457442993763e-05	1.2789003976744908	1.0	1.0	0.0	50.0	0.0006660006660006	0.0043116741493909	dendrobatidis_spore_Zoospore_vs_spore_Developed	dendrobatidis	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	-7.0435971632042	36484.0	C8H19N7O3	[M + H]+	2-{1-[(1H-imidazol-2-yl)methyl]pyrrolidin-3-yl}-5-propyl-1,3,4-oxadiazole	CCCC1=NN=C(O1)C2CCN(C2)CC3=NC=CN3	0.093	Alkaloids	Purine alkaloids	Organonitrogen compounds	36484.0	native-full-e9838293-bagel	native	1.0								native	native	1.0	36484.0	C8H19N7O3	False	False	False	False	True
5403	600.4677	7.583013	0.0006881114029512	0.0002879232770374	1.2420261557691872	1.0	1.0	0.0	50.0	0.0006660006660006	0.0043116741493909	dendrobatidis_spore_Zoospore_vs_spore_Developed	dendrobatidis	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	-3.3625439203889194	5403.0	C37H61NO5	[M + H]+	2-{5a,5b,8,8,11a,13b-hexamethyl-icosahydro-1H-cyclopenta[a]chrysen-3-yl}-8-aminooctane-1,4,5,6,7-pentol	CC1(CCCC2(C1CCC3(C2CCC4C3(CCC5C4(CCC5C(CC(C(C(C(CN)O)O)O)O)CO)C)C)C)C)C	0.017	Alkaloids	Pyridine alkaloids	Carboxylic acids and derivatives	5403.0	native-full-e9838293-bagel	native	1.0								native	native	1.0	5403.0	C37H61NO5	False	False	False	False	True
1193	466.4083	7.904708	0.0012698167534692	0.0005403523649036	1.2247427038136676	1.0	1.0	0.0	50.0	0.0006660006660006	0.0043116741493909	dendrobatidis_spore_Zoospore_vs_spore_Developed	dendrobatidis	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	-3.9019204149962814	1193.0	C26H51N5O2	[M + H]+	N-(5-carbamimidamidopentyl)-N-[3-(3-methylbut-2-enamido)propyl]dodecanamide	CCCCCCCCCCCC(=O)N(CCCCCN=C(N)N)CCCNC(=O)C=C(C)C	0.041	Alkaloids	Purine alkaloids	Organonitrogen compounds	9470.0	EB-MSV000090464-gnps_ms2	transferred	1.0	466.412	7.9	466.4083	7.904708	-7.933	0.005	1.0	unique	assigned	1.0	9470.0	C26H51N5O2	False	False	False	False	True
14343	372.1363	7.148	9.307811519687212e-05	3.694351104383315e-05	1.2217675971296602	1.0	0.6	0.4	50.0	0.0006660006660006	0.0043116741493909	dendrobatidis_spore_Zoospore_vs_spore_Developed	dendrobatidis	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	-4.10590210704349	14343.0	C13H23N3O8	[M + Na]+	[1-[[2-(1H-indazol-5-yl)pyrido[3,4-d]pyrimidin-4-yl]amino]-2-methylpropan-2-yl]azanium	CC(C)(CNC1=NC(=NC2=C1C=CN=C2)C3=CC4=C(C=C3)NN=C4)N	0.309	Alkaloids	Purine alkaloids	Organonitrogen compounds	14343.0	native-full-e9838293-bagel	native	1.0								native	native	1.0	14343.0	C13H23N3O8	False	False	False	False	True
1210	258.28	6.448063	0.0021876757193264	0.005091986880936	-1.216881183999019	1.0	1.0	0.0	0.0	0.0006660006660006	0.0043116741493909	dendrobatidis_spore_Zoospore_vs_spore_Developed	dendrobatidis	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Developed	-3.7266551983857785	1210.0	C16H35NO	[M + H]+	2-(Tetradecylamino)ethanol	CCCCCCCCCCCCCCNCCO	0.728	Fatty acids	Sphingoid bases	Organonitrogen compounds	8958.0	EB-MSV000090464-gnps_ms2	transferred	1.0	258.28	6.45	258.28	6.448063	0.0	-0.002	1.0	unique	assigned	1.0	8958.0	C16H35NO	False	False	False	False	True
26609	224.989	10.730793	0.0003974850144433	0.0001691653548734	1.2075882473799928	1.0	1.0	0.0	50.0	0.0006660006660006	0.0043116741493909	dendrobatidis_spore_Zoospore_vs_spore_Developed	dendrobatidis	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	-3.7291131644487976	26609.0	C6H7BClNO3	[M + K]+	(5-Chloro-2-methoxypyridin-3-yl)boronic acid	B(C1=CC(=CN=C1OC)Cl)(O)O	0.058	Terpenoids	Halogenated fatty acids	Boronic acid derivatives	26609.0	native-EB97X;native-full-e9838293-bagel	native	1.0								native	native	1.0	26609.0	C6H7BClNO3	False	False	False	False	True
2158	259.1228	3.809218	4.394491822745976e-05	0.0001061998029898	-1.1808069747988117	0.6	1.0	-0.4	0.0	0.0006660006660006	0.0043116741493909	dendrobatidis_spore_Zoospore_vs_spore_Developed	dendrobatidis	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Developed	-7.279202601379197	2158.0	C13H20N2S	[M + Na]+	4-(9H-carbazol-9-ium-9-yl)aniline	C1=CC=C2C(=C1)C3=CC=CC=C3N2C4=CC=C(C=C4)N	0.268	Alkaloids	Carboline alkaloids	Benzene and substituted derivatives	8226.0	EB-MSV000090464-gnps_ms2	transferred	1.0	259.1228	3.8	259.1228	3.809218	0.0	0.009	1.0	unique	assigned	1.0	8226.0	C13H20N2S	False	False	False	False	True
17111	379.2601	8.097098	0.0006039452308862	0.0002673093469997	1.160511624163518	1.0	1.0	0.0	50.0	0.0006660006660006	0.0043116741493909	dendrobatidis_spore_Zoospore_vs_spore_Developed	dendrobatidis	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	-3.3757961184943133	17111.0	C21H40O3	[M + K]+		CCCCCCCCCC=CC=CC=CC=CC=CC=CC(=O)OCC	0.172	Terpenoids	Catechols with side chains		17111.0	native-full-e9838293-bagel	native	1.0								native	native	1.0	17111.0	C21H40O3	False	False	False	False	True
8207	628.501	8.058572	0.0006761210837251	0.0003058141940398	1.1313812336878797	1.0	1.0	0.0	50.0	0.0006660006660006	0.0043116741493909	dendrobatidis_spore_Zoospore_vs_spore_Developed	dendrobatidis	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	-3.412846515373161	8207.0	C38H65N3O4	[M + H]+	Ptilomycalin D	CCCCCCCCCCCCCCCCOC(=O)C1C2CCC3N2C(=NC14CCCC(O4)C)NC5(C3)CCC=CC(O5)CC	0.052	Alkaloids	Open-chain polyketides	Steroids and steroid derivatives	8207.0	native-full-e9838293-bagel	native	1.0								native	native	1.0	8207.0	C38H65N3O4	False	False	False	False	True
1485	452.3968	7.647056	0.0008303584424916	0.0003782834794817	1.1235979530926956	1.0	1.0	0.0	50.0	0.0006660006660006	0.0043116741493909	dendrobatidis_spore_Zoospore_vs_spore_Developed	dendrobatidis	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	-4.119402507243338	1485.0	C20H49N7O4	[M + H]+	N4-[2-[2-(2-aminoethoxy)ethoxy]ethyl]-5-hexyl-6-methyl-N2-octyl-pyrimidine-2,4-diamine	CCCCCCCCNC1=NC(=C(C(=N1)NCCOCCOCCN)CCCCCC)C	0.029	Alkaloids	N-acyl ethanolamines (endocannabinoids)	Triazines	9391.0	EB-MSV000090464-gnps_ms2	transferred	2.0	452.3964	7.64	452.3968	7.647056	0.884	0.007	1.0	ms2_tie	assigned	1.0	9391.0	C20H49N7O4	False	False	False	False	True
5216	584.4733	8.073814	0.0010549482081552	0.000485762227024	1.110598802452137	1.0	1.0	0.0	50.0	0.0006660006660006	0.0043116741493909	dendrobatidis_spore_Zoospore_vs_spore_Developed	dendrobatidis	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	-3.41637656214693	5216.0	C35H63NO4	[M + Na]+		CCCCCCCCCCCCC=CC(C(CO)NC(=O)CCCCCCCC=CC=CC(CC=CCC)O)O	0.034	Fatty acids	Pyridine alkaloids		9586.0	EB-MSV000090464-gnps_ms2	transferred	2.0	584.4731	8.07	584.4733	8.073814	0.342	0.004	0.9999	unique	assigned	1.0	9586.0	C35H63NO4	False	False	False	False	True
17325	269.2471	7.426599	9.914395656905348e-05	4.5480415525156186e-05	1.0420024595523327	1.0	0.8	0.1999999999999999	50.0	0.0006660006660006	0.0043116741493909	dendrobatidis_spore_Zoospore_vs_spore_Developed	dendrobatidis	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	-3.7928307263874674	17325.0	C17H32O2	[M + H]+	13-Desethyl-16-norlabdane-8,13-diol	CC1(CCCC2(C1CCC(C2CCCO)(C)O)C)C	0.169	Terpenoids	Labdane diterpenoids	Prenol lipids	17325.0	native-full-e9838293-bagel	native	1.0								native	native	1.0	17325.0	C17H32O2	False	False	False	False	True
20080	257.1106	6.63127	0.0001071375272174	0.0002211524413886	-1.0107996948092637	1.0	1.0	0.0	0.0	0.0006660006660006	0.0043116741493909	dendrobatidis_spore_Zoospore_vs_spore_Developed	dendrobatidis	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Developed	-6.660048811370427	20080.0	C15H16N2S	[M + H]+	Thiourea, N,N'-bis(2-methylphenyl)-	CC1=CC=CC=C1NC(=S)NC2=CC=CC=C2C	0.223	Alkaloids	Simple indole alkaloids	Benzene and substituted derivatives	20080.0	native-full-e9838293-bagel	native	1.0								native	native	1.0	20080.0	C15H16N2S	False	False	False	False	True
2356	496.4207	7.630078	0.00032914727306	0.0001635523692448	0.9864846121914046	1.0	1.0	0.0	50.0	0.0006660006660006	0.0043116741493909	dendrobatidis_spore_Zoospore_vs_spore_Developed	dendrobatidis	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	-4.09028879464193	2356.0	C22H53N7O5	[M + H]+	Disiquonium	CCCCCCCCCC[N+](C)(CCCCCCCCCC)CCC[Si](OC)(OC)OC	0.081	Fatty acids	Sphingoid bases	Organooxygen compounds	9385.0	EB-MSV000090464-gnps_ms2	transferred	2.0	496.4206	7.63	496.4207	7.630078	0.201	0.0	0.9999	ms2_tie	assigned	1.0	9385.0	C22H53N7O5	False	False	False	False	True
1869	444.3072	7.337429	0.0004440096805102	0.0002232092072676	0.9758012194056483	1.0	1.0	0.0	50.0	0.0006660006660006	0.0043116741493909	dendrobatidis_spore_Zoospore_vs_spore_Developed	dendrobatidis	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	-4.091025425371161	1869.0	C22H47NO5	[M + K]+	(4R)-N-methyl-4-[(3R,5S,7R,8R,10S,12S,13R,14S,17R)-3,7,12-trihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]pentanamide	CC(CCC(=O)NC)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C	0.097	Alkaloids	Isoquinoline alkaloids	Benzene and substituted derivatives	9246.0	EB-MSV000090464-gnps_ms2	transferred	1.0	444.3071	7.34	444.3072	7.337429	0.225	-0.003	1.0	unique	assigned	1.0	9246.0	C22H47NO5	False	False	False	False	True
17928	273.1846	7.474	9.623981349882048e-05	4.684914971570821e-05	0.9628210016525968	1.0	0.9	0.0999999999999999	50.0	0.0006660006660006	0.0043116741493909	dendrobatidis_spore_Zoospore_vs_spore_Developed	dendrobatidis	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	-4.048670942101006	17928.0	C16H22N3O	[M + H]+	Estradiol	CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O	0.27	Terpenoids	Estrane steroids	Steroids and steroid derivatives	17928.0	native-full-e9838293-bagel	native	1.0								native	native	1.0	17928.0	C16H22N3O	False	False	False	False	True
4659	614.483	7.839241	0.0010155849817774	0.0005273715743414	0.938645450608513	1.0	1.0	0.0	50.0	0.0006660006660006	0.0043116741493909	dendrobatidis_spore_Zoospore_vs_spore_Developed	dendrobatidis	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	-3.504976399462289	4659.0	C36H65NO5	[M + Na]+		CCCCCCCCCCCC=CC(C(CO)NC(=O)CCCC(C(CC=CCC=CCC=CCCCCC)O)O)O	0.013	Alkaloids	Pyridine alkaloids		9455.0	EB-MSV000090464-gnps_ms2	transferred	1.0	614.4827	7.83	614.483	7.839241	0.488	0.009	1.0	unique	assigned	1.0	9455.0	C36H65NO5	False	False	False	False	True
