row_id	mz	rt	median_a	median_b	log2FC_a_over_b	U_stat	p_value	q_value	species	family	group_a	group_b	direction	liq_over_spore_log2fc	row ID	sirius_formula	sirius_adduct	sirius_structure_name	sirius_structure_smiles	sirius_structure_confidence	sirius_npc_pathway	sirius_npc_class	sirius_classyfire_class	sirius_source_feature_id	sirius_source_run	annotation_origin	n_candidates	source_mz	source_rt	feature_mz	feature_rt	ppm_error	rt_delta_min	ms2_cosine	match_class	match_status	n_sirius_hits	sirius_hit_ids	sirius_hit_formulas	merged_conflict	is_liq_enriched	passes_media_blank	is_secreted_candidate	bioactive
493	637.2818	2.309491	9.224076858523908e-05	0.0	27.458901206156497	50.0	0.0003532014450059	0.0062791685926014	salamandrivorans	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	2.784114917572733																											True	True	True	False
27430	890.3806	2.326	4.6463055408780895e-05	0.0	26.46958070857473	50.0	0.0003532014450059	0.0062791685926014	salamandrivorans	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	0.0																											False	False	False	False
16299	328.9168	0.574828	4.129817876742846e-05	0.0	26.29957484247237	50.0	0.0003532014450059	0.0062791685926014	salamandrivorans	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	0.0																											False	True	False	False
31672	271.9169	0.578662	3.680335100249959e-05	0.0	26.133333815707687	50.0	0.0003532014450059	0.0062791685926014	salamandrivorans	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	0.0																											False	True	False	False
10966	552.2072	0.5865	3.5216581880040546e-05	0.0	26.06975157273882	50.0	0.0003532014450059	0.0062791685926014	salamandrivorans	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	1.0																											True	True	True	False
34360	207.9856	0.582647	3.3926247805971374e-05	0.0	26.015898564356824	50.0	0.0003532014450059	0.0062791685926014	salamandrivorans	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	0.0																											False	True	False	False
1780	563.2755	1.579	2.810934644493124e-05	0.0	25.744546600667128	50.0	0.0003532014450059	0.0062791685926014	salamandrivorans	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	3.61158272605214																											True	False	False	False
2382	895.3756	0.589	2.1781847104278447e-05	0.0	25.37662299735165	50.0	0.0003532014450059	0.0062791685926014	salamandrivorans	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	3.1840013600160426																											True	False	False	False
5977	564.2787	1.579	2.173635019522716e-05	0.0	25.37360641157635	50.0	0.0003532014450059	0.0062791685926014	salamandrivorans	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	2.644420496582152																											True	False	False	False
2084	514.3095	2.299286	2.1279866315773093e-05	0.0	25.34298578568856	50.0	0.0003532014450059	0.0062791685926014	salamandrivorans	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	3.471178521273341																											True	False	False	False
2717	552.2817	1.434848	2.043974214280239e-05	0.0	25.28487369560008	50.0	0.0003532014450059	0.0062791685926014	salamandrivorans	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	3.152263966537097	2717.0	C29H37N5O6	[M + H]+	H-Ala-Phe-Ala-Phe-Pro-OH	CC(C(=O)NC(CC1=CC=CC=C1)C(=O)NC(C)C(=O)NC(CC2=CC=CC=C2)C(=O)N3CCCC3C(=O)O)N	0.527	Amino acids and Peptides	Tripeptides	Carboxylic acids and derivatives	2717.0	native-full-e9838293-bagel	native	1.0								native	native	1.0	2717.0	C29H37N5O6	False	True	False	False	False
37410	608.31	2.116631	2.0417754468380272e-05	0.0	25.283320907800213	50.0	0.0003532014450059	0.0062791685926014	salamandrivorans	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	0.0																											False	False	False	False
32712	254.95	0.576841	1.9974756455599395e-05	0.0	25.25167461336806	50.0	0.0003532014450059	0.0062791685926014	salamandrivorans	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	0.0																											False	True	False	False
4074	976.353	0.6025	1.949498150654084e-05	0.0	25.216599487370463	50.0	0.0003532014450059	0.0062791685926014	salamandrivorans	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	3.2576808674994195																											True	False	False	False
36797	618.2845	1.704161	1.7799587242021707e-05	0.0	25.08534049139037	50.0	0.0003532014450059	0.0062791685926014	salamandrivorans	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	0.0																											False	False	False	False
37848	470.6689	2.029	1.720599399589709e-05	0.0	25.036407945582223	50.0	0.0003532014450059	0.0062791685926014	salamandrivorans	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	0.0																											False	False	False	False
25217	246.1331	0.606845	1.6228945803296997e-05	0.0	24.952065997285544	50.0	0.0003532014450059	0.0062791685926014	salamandrivorans	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	0.0																											False	False	False	False
1582	580.2874	1.691	1.602075302541806e-05	0.0	24.933438669749528	50.0	0.0003532014450059	0.0062791685926014	salamandrivorans	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	2.355732783303322																											True	False	False	False
2968	434.1969	0.58325	1.570189603337939e-05	0.0	24.90443548791795	50.0	0.0003532014450059	0.0062791685926014	salamandrivorans	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	2.677053748629885																											True	False	False	False
16405	462.2179	1.753	1.542365097496209e-05	0.0	24.87864102098121	50.0	0.0003532014450059	0.0062791685926014	salamandrivorans	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	2.311922265800333																											True	False	False	False
22493	470.3701	6.697	1.4772241660734952e-05	0.0	24.81638548209975	50.0	0.0003532014450059	0.0062791685926014	salamandrivorans	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	1.9644176133371096																											True	False	False	False
36499	249.9705	0.57634	1.414286426116111e-05	0.0	24.75357104447956	50.0	0.0003532014450059	0.0062791685926014	salamandrivorans	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	0.0																											False	True	False	False
21620	390.707	1.752	1.3634582349089227e-05	0.0	24.700767225795364	50.0	0.0003532014450059	0.0062791685926014	salamandrivorans	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	1.9983284311792644	21620.0	C6HBr2Cl3O	[M + K]+							21620.0	native-full-e9838293-bagel	native	1.0								native	native	1.0	21620.0	C6HBr2Cl3O	False	True	False	False	False
12943	812.0259	2.024	1.33570795590614e-05	0.0	24.671101324364308	50.0	0.0003532014450059	0.0062791685926014	salamandrivorans	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	2.316001386279294																											True	False	False	False
800	321.1645	1.969492	1.924449103851904e-05	0.0007837710559317	-5.013842112194074	0.0	0.0006660006660006	0.0062791685926014	salamandrivorans	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Developed	-4.380031284086535																											False	True	False	False
158	320.1621	1.969352	0.0001072794587709	0.0041565778744897	-4.99960361942043	0.0	0.0006660006660006	0.0062791685926014	salamandrivorans	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Developed	-4.445503072109587	158.0	C16H21N3O4	[M + H]+	2-[[1-(2-Aminoacetyl)pyrrolidine-2-carbonyl]amino]-3-phenylpropanoic acid	C1CC(N(C1)C(=O)CN)C(=O)NC(CC2=CC=CC=C2)C(=O)O	0.955	Amino acids and Peptides	Dipeptides	Carboxylic acids and derivatives	3847.0	EB-MSV000090464-gnps_ms2	transferred	1.0	320.1616	1.97	320.1621	1.969352	1.562	-0.001	0.9998	unique	assigned	1.0	3847.0	C16H21N3O4	False	False	True	False	False
27329	358.2454	8.205241	0.0001955859638096	6.2623429100423e-06	4.74620459347708	50.0	0.0006660006660006	0.0062791685926014	salamandrivorans	life_stage	spore_Zoospore	spore_Developed	up_in_spore_Zoospore	-0.9984098385214872	27329.0	C18H39O4	[M + K]+							27329.0	native-full-e9838293-bagel	native	1.0								native	native	1.0	27329.0	C18H39O4	False	False	False	False	False
