structurePerIdRank	formulaRank	ConfidenceScoreExact	ConfidenceScoreApproximate	CSI:FingerIDScore	ZodiacScore	SiriusScoreNormalized	SiriusScore	molecularFormula	adduct	precursorFormula	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	1	-Infinity	-Infinity	-368.486		1.000	42.993	C37H30N8O17S4	[M + H]+	C37H31N8O17S4+	XTXJQVWQMVELRR	InChI=1S/C37H30N8O17S4/c46-17-35(48)40-29-13-19(7-9-27(29)44-42-21-11-25-23(33(15-21)65(57,58)59)3-1-5-31(25)63(51,52)53)38-37(50)39-20-8-10-28(30(14-20)41-36(49)18-47)45-43-22-12-26-24(34(16-22)66(60,61)62)4-2-6-32(26)64(54,55)56/h1-16,46-47H,17-18H2,(H,40,48)(H,41,49)(H2,38,39,50)(H,51,52,53)(H,54,55,56)(H,57,58,59)(H,60,61,62)	3-[[4-[[4-[(4,8-Disulfonaphthalen-2-yl)diazenyl]-3-[(2-hydroxyacetyl)amino]phenyl]carbamoylamino]-2-[(2-hydroxyacetyl)amino]phenyl]diazenyl]naphthalene-1,5-disulfonic acid	C1=CC2=C(C=C(C=C2S(=O)(=O)O)N=NC3=C(C=C(C=C3)NC(=O)NC4=CC(=C(C=C4)N=NC5=CC6=C(C=CC=C6S(=O)(=O)O)C(=C5)S(=O)(=O)O)NC(=O)CO)NC(=O)CO)C(=C1)S(=O)(=O)O	0.600	136756181;44152958	NORMAN:(NS00060054);PUBCHEM:(136756181 44152958)	262146	987.063	264	4.401	878144552163306788	878141941724965940	878141941720771635	5500	
1	5	0.417	0.417	-786.628		0.079	57.162	C44H79N11O15	[M + H]+	C44H80N11O15+	VZCSTGIDWVEDSJ	InChI=1S/C44H79N11O15/c1-11-22(8)33(53-38(63)27(18-29(59)60)50-42(67)34(23(9)56)55-43(68)35(24(10)57)54-39(64)30(47)19(2)3)41(66)49-26(15-16-28(46)58)37(62)51-31(20(4)5)40(65)48-25(14-12-13-17-45)36(61)52-32(21(6)7)44(69)70/h19-27,30-35,56-57H,11-18,45,47H2,1-10H3,(H2,46,58)(H,48,65)(H,49,66)(H,50,67)(H,51,62)(H,52,61)(H,53,63)(H,54,64)(H,55,68)(H,59,60)(H,69,70)	H-Val-Thr-Thr-Asp-Ile-Gln-Val-Lys-Val-OH	CCC(C)C(C(=O)NC(CCC(=O)N)C(=O)NC(C(C)C)C(=O)NC(CCCCN)C(=O)NC(C(C)C)C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(C(C)O)NC(=O)C(C(C)O)NC(=O)C(C(C)C)N	-6.600	129012112	PUBCHEMANNOTATIONBIO;PUBCHEM:(129012112)	16777218	1002.571	272	4.541	878144812063354188	878141944111525000	878141944111524999	28152	
1	1	0.003	0.003	-542.238		0.192	43.095	C28H26N4O9S4	[M + H]+	C28H27N4O9S4+	LOXRMJFDJWYZBC	InChI=1S/C28H26N4O9S4/c1-15-13-26(31-27(18(15)4)29-22-8-5-19(11-16(22)2)43(33,34)35)32(24-10-7-20(12-17(24)3)44(36,37)38)28-30-23-9-6-21(45(39,40)41)14-25(23)42-28/h5-14H,1-4H3,(H,29,31)(H,33,34,35)(H,36,37,38)(H,39,40,41)	2-(N-[4,5-dimethyl-6-(2-methyl-4-sulfoanilino)pyridin-2-yl]-2-methyl-4-sulfoanilino)-1,3-benzothiazole-6-sulfonic acid	CC1=CC(=NC(=C1C)NC2=C(C=C(C=C2)S(=O)(=O)O)C)N(C3=C(C=C(C=C3)S(=O)(=O)O)C)C4=NC5=C(S4)C=C(C=C5)S(=O)(=O)O	4.800	57679737	PUBCHEM:(57679737)	2	691.066	279	4.653	878144745491361084	878141943306218608	878141943302024303	16756	
1	1	0.101	0.101	-156.502		1.000	35.341	C16H38N4O	[M + H]+	C16H39N4O+	BHHBIJBPSBDDLR	InChI=1S/C16H38N4O/c1-17(2)9-6-12-20(13-7-10-18(3)4)14-8-11-19(5)15-16-21/h21H,6-16H2,1-5H3	2-[3-[Bis[3-(dimethylamino)propyl]amino]propyl-methylamino]ethanol	CN(C)CCCN(CCCN(C)C)CCCN(C)CCO	0.800	87595624	PUBCHEM:(87595624)	2	303.309	397	6.619	878144521502944534	878141944019250304	878141944019250303	23620	
1	1	0.987	0.987	-191.963		0.999	68.138	C21H33NO4	[M + H]+	C21H34NO4+	SVQAZCRYIXURJT	InChI=1S/C21H33NO4/c1-2-3-4-5-6-7-8-9-10-11-20(24)22-19(21(25)26)16-17-12-14-18(23)15-13-17/h12-15,19,23H,2-11,16H2,1H3,(H,22,24)(H,25,26)	2-dodecanamido-3-(4-hydroxyphenyl)propanoic acid	CCCCCCCCCCCC(=O)NC(CC1=CC=C(C=C1)O)C(=O)O	5.290	6709889;6710104;163977705;71466393	PUBCHEMANNOTATIONBIO;COCONUT:(CNP0176552);NORMAN:(NS00071821);HMDB:(HMDB0242043);SUPERNATURAL:(SN0356568);PUBCHEM:(6709889 6710104 163977705 71466393);DSSTox:(DTXSID40425112)	137459138570	364.249	417	6.946	878144488615406839	878141943180389484	878141943172000875	15601	
1	8	-Infinity	-Infinity	-498.835		0.048	16.838	C58H96N6O8	[M + H]+	C58H97N6O8+	CMVHYNWWNMEQEQ	InChI=1S/C58H96N6O8/c1-3-5-7-9-11-13-15-17-27-41-53(65)63-51(39-29-33-45-61-57(69)71-47-49-35-23-21-24-36-49)55(67)59-43-31-19-20-32-44-60-56(68)52(64-54(66)42-28-18-16-14-12-10-8-6-4-2)40-30-34-46-62-58(70)72-48-50-37-25-22-26-38-50/h21-26,35-38,51-52H,3-20,27-34,39-48H2,1-2H3,(H,59,67)(H,60,68)(H,61,69)(H,62,70)(H,63,65)(H,64,66)	benzyl N-[(5S)-5-(dodecanoylamino)-6-[6-[[(2S)-2-(dodecanoylamino)-6-(phenylmethoxycarbonylamino)hexanoyl]amino]hexylamino]-6-oxohexyl]carbamate	CCCCCCCCCCCC(=O)NC(CCCCNC(=O)OCC1=CC=CC=C1)C(=O)NCCCCCCNC(=O)C(CCCCNC(=O)OCC2=CC=CC=C2)NC(=O)CCCCCCCCCCC	13.900	51003358	PUBCHEM:(51003358)	2	1005.737	433	7.219	878144666546171190	878141942043733056	878141942039538751	7325	
1	2	0.866	0.866	-163.564		0.119	110.173	C23H45NO3	[M + Na]+	C23H45NNaO3+	SIPMISGYHBUSIB	InChI=1S/C23H45NO3/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-21(25)24-22(20(2)3)23(26)27/h20,22H,4-19H2,1-3H3,(H,24,25)(H,26,27)	(2S)-3-methyl-2-(octadecanoylamino)butanoate	CCCCCCCCCCCCCCCCCC(=O)NC(C(C)C)C(=O)O	8.900	154503271;14809077;14809078;66553838	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0241952);CHEBI:(165575);LIPIDMAPS:(LMFA08020122);PUBCHEM:(154503271 14809077 14809078 66553838);DSSTox:(DTXSID80564256)	139603214378	406.331	502	8.373	878144520445979917	878141943054560360	878141943050366055	14861	
1	1	0.034	0.038	-153.335		1.000	8.638	C30H46O5	[M + H3N + H]+	C30H50NO5+	MQUFAARYGOUYEV	InChI=1S/C30H46O5/c1-25(2)13-14-30(24(34)35)19(15-25)18-7-8-21-26(3)11-10-22(32)27(4,17-31)20(26)9-12-28(21,5)29(18,6)16-23(30)33/h7,17,19-23,32-33H,8-16H2,1-6H3,(H,34,35)	Quillaic Acid	CC1(CCC2(C(C1)C3=CCC4C5(CCC(C(C5CCC4(C3(CC2O)C)C)(C)C=O)O)C)C(=O)O)C	6.100	154790128;154832027;4483642;23268016;126455176;129607041;134694252;162904148;162904149;6325872;59104716;156628670;155289505;126752368;126759059;126759060;126759061;88199012;99646992;99646993;60052879;131707181;158183156;101810;91360350;164938301	HMDB:(HMDB0303399);TeroMol:(TKC170658 TKC050675 TKC170659 TKC088934 TKC170657);BloodExposome:(101810 4483642);LIPIDMAPS:(LMPR0106150037);SUPERNATURAL:(SN0232900);MESH:(101810 4483642);FooDB:(FDB013025);PUBCHEM:(154790128 154832027 4483642 23268016 126455176 129607041 134694252 162904148 162904149 6325872 59104716 156628670 155289505 126752368 126759059 126759060 126759061 88199012 99646992 99646993 60052879 131707181 158183156 101810 91360350 164938301);COCONUT:(CNP0172465);NORMAN:(NS00035294);CHEBI:(8710 167136);KEGG:(C08972);DSSTox:(DTXSID001026576);LOTUS:(Q27108137 Q105170283);PUBCHEMANNOTATIONDRUG;PUBMED;KNAPSACK:(MQUFAARYGOUYEV-UHFFFAOYSA-N)	140441289086	504.361	514	8.574	878144667951263034	878141942685461592	878141942681267287	11468	
1	2	0.055	0.055	-400.261		0.111	57.933	C40H78N14O8	[M + H]+	C40H79N14O8+	HUQAPORYWLIQAO	InChI=1S/C40H78N14O8/c1-25(2)32(39(61)62)54-38(60)30(16-6-10-22-44)52-37(59)31(18-12-24-48-40(45)46)53-36(58)29(15-5-9-21-43)51-35(57)28(14-4-8-20-42)50-34(56)27(13-3-7-19-41)49-33(55)26-17-11-23-47-26/h25-32,47H,3-24,41-44H2,1-2H3,(H,49,55)(H,50,56)(H,51,57)(H,52,59)(H,53,58)(H,54,60)(H,61,62)(H4,45,46,48)	Nls (pkkkrkv)	CC(C)C(C(=O)O)NC(=O)C(CCCCN)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C1CCCN1	-5.100	22045939;445360	PUBCHEMANNOTATIONBIO:(null);MESH:(445360);PUBCHEM:(22045939 445360);PUBMED:(null)	16777286	883.627	516	8.598	878144995576737119	878141941938875452	878141941934681147	6743	
1	4	0.085	0.142	-355.885		0.004	224.737	C40H79O7P	[M + K]+	C40H79KO7P+	KBVMEDQHQZZMCV	InChI=1S/C40H79O7P/c1-3-5-7-9-11-13-15-17-19-20-21-22-24-26-28-30-32-34-36-45-37-39(38-46-48(42,43)44)47-40(41)35-33-31-29-27-25-23-18-16-14-12-10-8-6-4-2/h34,36,39H,3-33,35,37-38H2,1-2H3,(H2,42,43,44)	1-(1Z-eicosenyl)-2-heptadecanoyl-glycero-3-phosphate	CCCCCCCCCCCCCCCCCCC=COCC(COP(=O)(O)O)OC(=O)CCCCCCCCCCCCCCCC	16.200	52929719	LIPIDMAPS:(LMGP10030064);PUBCHEM:(52929719)	2147483650	741.522	639	10.651	878144916165979478	878141941066460192	878141941058071583	1486	
1	1	0.058	0.058	-172.688		0.995	71.630	C6H7BClNO3	[M + K]+	C6H7BClKNO3+	BZJQXIUWWLFBJS	InChI=1S/C6H7BClNO3/c1-12-6-5(7(10)11)2-4(8)3-9-6/h2-3,10-11H,1H3	(5-Chloro-2-methoxypyridin-3-yl)boronic acid	B(C1=CC(=CN=C1OC)Cl)(O)O	1.120	44754881	PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBCHEM:(44754881);DSSTox:(DTXSID20660569)	137506062338	224.989	644	10.726	878145057732128139	878141944094747780	878141944090553475	26609	
