structurePerIdRank	formulaRank	ConfidenceScoreExact	ConfidenceScoreApproximate	CSI:FingerIDScore	ZodiacScore	SiriusScoreNormalized	SiriusScore	molecularFormula	adduct	precursorFormula	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	1	0.378	0.378	-208.464		1.000	125.485	C11H17N3O6S2	[M + H]+	C11H18N3O6S2+	DSRNEXKFPXVHAB	InChI=1S/C11H17N3O6S2/c12-6(9(18)19)1-2-7(15)14-11(4-21-22-5-11)10(20)13-3-8(16)17/h6H,1-5,12H2,(H,13,20)(H,14,15)(H,16,17)(H,18,19)	L-gammaGlu-(4-Amino*-1,2-dithiolane-4-ylcarbonyl)-Gly-OH	C1C(CSS1)(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N	-4.500	15548967	PUBCHEM:(15548967)	2	352.063	35	0.589	878148510663134890	878148353578061345	878148353569672736	6047	
1	4	0.062	0.062	-241.221		0.000	110.507	C12H23N3O2	[M + Na]+	C12H23N3NaO2+	DLMNUMUELITQMX	InChI=1S/C12H23N3O2/c1-5-14-10(16)9-7-6-8-15(9)12(2,3)11(17)13-4/h9H,5-8H2,1-4H3,(H,13,17)(H,14,16)	N-ethyl-1-[1-methyl-1-(methylcarbamoyl)ethyl]pyrrolidine-2-carboxamide	CCNC(=O)C1CCCN1C(C)(C)C(=O)NC	0.400	162792808;75529663	COCONUT:(CNP0007417);SUPERNATURAL:(SN0068944);PUBCHEM:(162792808 75529663);PUBMED:(null)	3145794	264.168	36	0.606	878148408091430557	878148352219106829	878148352210718220	1684	
1	4	0.138	0.138	-283.855		0.007	105.597	C30H47N5O8	[M + K]+	C30H47KN5O8+	IGMDDUMFNBHPLT	InChI=1S/C30H47N5O8/c1-15(2)13-23(30(42)43)34-26(38)18(7)31-27(39)22(14-20-9-11-21(37)12-10-20)33-28(40)25(17(5)6)35-29(41)24(16(3)4)32-19(8)36/h9-12,15-18,22-25,37H,13-14H2,1-8H3,(H,31,39)(H,32,36)(H,33,40)(H,34,38)(H,35,41)(H,42,43)	Ac-DL-Val-DL-Val-DL-Tyr-DL-Ala-DL-Leu-OH	CC(C)CC(C(=O)O)NC(=O)C(C)NC(=O)C(CC1=CC=C(C=C1)O)NC(=O)C(C(C)C)NC(=O)C(C(C)C)NC(=O)C	2.094	71321033;71408116	PUBCHEM:(71321033 71408116)	2	644.305	37	0.612	878148951362850543	878148353078939161	878148353070550552	3815	
1	1	0.549	0.549	-217.140		0.999	102.734	C14H21N3O5	[M + H]+	C14H22N3O5+	GSBMVIVQPLOJGL	InChI=1S/C14H21N3O5/c1-9(18)16-6-2-4-10(16)13(20)15-8-12(19)17-7-3-5-11(17)14(21)22/h10-11H,2-8H2,1H3,(H,15,20)(H,21,22)	1-[2-[(1-Acetylpyrrolidine-2-carbonyl)amino]acetyl]pyrrolidine-2-carboxylic acid	CC(=O)N1CCCC1C(=O)NCC(=O)N2CCCC2C(=O)O	-0.800	75165221;46182782	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0245745);BloodExposome:(46182782);PUBCHEM:(75165221 46182782)	20971530	312.157	47	0.779	878148404190727824	878148354991541817	878148354983153208	9652	
1	1	0.017	0.017	-246.572		0.994	50.175	C11H17FN2O2	[M + H]+	C11H18FN2O2+	CKONAPHPKJJFEW	InChI=1S/C11H17FN2O2/c1-7-10(15)13-9(8-3-4-8)11(16)14(7)6-2-5-12/h7-9H,2-6H2,1H3,(H,13,15)	3-Cyclopropyl-1-(3-fluoropropyl)-6-methylpiperazine-2,5-dione	CC1C(=O)NC(C(=O)N1CCCF)C2CC2	0.800	81110231	PUBCHEM:(81110231)	2	229.135	49	0.821	878148960124751606	878148357973692021	878148357969497716	29646	
1	1	0.144	0.144	-325.967		0.939	26.601	C13H20N4O4	[M + H]+	C13H21N4O4+	DTZZLOACXJNFIL	InChI=1S/C13H20N4O4/c1-8(2)4-17-11-10(12(20)15(3)13(17)21)16(7-14-11)5-9(19)6-18/h7-9,18-19H,4-6H2,1-3H3	Xanthine, 7-(2,3-dihydroxypropyl)-3-isobutyl-1-methyl-	CC(C)CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CO)O	0.002	3076837	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(3076837);DSSTox:(DTXSID60927724)	137506062338	297.156	77	1.287	878148950746287841	878148354056212009	878148354047823400	6862	
1	1	0.021	0.021	-552.209		1.000	23.498	C13H27NO4	[M + H]+	C13H28NO4+	CYPISFKURNSANT	InChI=1S/C13H27NO4/c1-3-5-7-10(16)8-12(17)11(9-15)14-13(18)6-4-2/h10-12,15-17H,3-9H2,1-2H3,(H,14,18)		CCCCC(CC(C(CO)NC(=O)CCC)O)O	0.700	163108075	COCONUT:(CNP0428175);SUPERNATURAL:(SN0059083);PUBCHEM:(163108075)	3145730	262.202	112	1.861	878148607631249098	878148354282704429	878148354274315820	7500	
1	3	0.622	0.622	-219.657		0.154	51.519	C32H45N7O7	[M + Na]+	C32H45N7NaO7+	CCEVALZZMWYYKS	InChI=1S/C32H45N7O7/c1-19(27(33)41)34-29(43)25-13-9-17-39(25)32(46)23(18-22-10-5-4-6-11-22)36-30(44)26-14-8-16-38(26)31(45)20(2)35-28(42)24-12-7-15-37(24)21(3)40/h4-6,10-11,19-20,23-26H,7-9,12-18H2,1-3H3,(H2,33,41)(H,34,43)(H,35,42)(H,36,44)	N-Ac-Pro-Ala-Pro-Phe-Pro-Ala-NH2	CC(C(=O)N)NC(=O)C1CCCN1C(=O)C(CC2=CC=CC=C2)NC(=O)C3CCCN3C(=O)C(C)NC(=O)C4CCCN4C(=O)C	0.100	134826566	PUBCHEM:(134826566);PUBMED:(null)	66	662.327	122	2.027	878149245463252739	878148357944331889	878148357940137584	27956	
1	1	0.087	0.087	-108.310		0.998	79.700	C5H8N4O2S	[M + Na]+	C5H8N4NaO2S+	PTLFCMPMXNZWEP	InChI=1S/C5H8N4O2S/c1-12(10,11)5-8-3(6)2-4(7)9-5/h2H,1H3,(H4,6,7,8,9)	2-Methanesulfonylpyrimidine-4,6-diamine	CS(=O)(=O)C1=NC(=CC(=N1)N)N	-0.900	23008449	PUBCHEM:(23008449)	2	211.025	126	2.102	878148539196985012	878148357063528029	878148357059333724	16928	
1	5	0.973	0.973	-139.939		0.010	131.322	C43H62N8O8	[M + K]+	C43H62KN8O8+	WPEYBKPDOZMPKC	InChI=1S/C43H62N8O8/c1-5-27(4)36-39(55)46-30(24-28-13-7-6-8-14-28)41(57)51-22-12-17-33(51)42(58)48-19-9-15-31(48)37(53)44-25-35(52)45-29(23-26(2)3)40(56)50-21-11-18-34(50)43(59)49-20-10-16-32(49)38(54)47-36/h6-8,13-14,26-27,29-34,36H,5,9-12,15-25H2,1-4H3,(H,44,53)(H,45,52)(H,46,55)(H,47,54)	9-benzyl-12-(butan-2-yl)-27-(2-methylpropyl)-1,7,10,13,19,25,28,31-octaazapentacyclo[31.3.0.0³,⁷.0¹⁵,¹⁹.0²¹,²⁵]hexatriacontan-2,8,11,14,20,26,29,32-octone	CCC(C)C1C(=O)NC(C(=O)N2CCCC2C(=O)N3CCCC3C(=O)NCC(=O)NC(C(=O)N4CCCC4C(=O)N5CCCC5C(=O)N1)CC(C)C)CC6=CC=CC=C6	3.000	85947517;162890226;162890227;162890228	COCONUT:(CNP0157106);SUPERNATURAL:(SN0416305);PUBCHEM:(85947517 162890226 162890227 162890228);LOTUS:(Q110197207)	271581186	857.443	145	2.415	878151404317661849	878148351342497285	878148351296359940	450	
