MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	UBERONBodyPartName	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	DepthorAltitudeMeters	qiita_sample_name	UniqueSubjectID	LifeStage	UBERONOntologyIndex	DOIDOntologyIndex	species	plate	replicate	matrix	sample_type	is_C_companion	has_C_companion	companion_of	timepoint_hrs	life_stage	media	seeding_concentration	is_media_control	use_in_analysis	exclusion_reason	date_seeded	date_collected	container	notes
MSV000090464	Y2C_liq.mzML	culture_fungal	culture_fungal	1357716|Batrachochytrium salamandrivorans	2022	liquid	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Y2C_liq	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not specified	not specified	not specified	MSV000090464_Y2C_liq	not applicable	not applicable	not applicable	Batrachochytrium salamandrivorans	Y	2	liq	sample	True	False	Y2_spores.mzML	48	Sporangium	50% TGHL	0	True	True		1/24/2021	1/26/2021	nest 25cm^2 cell culture flask, non-TC	NA
MSV000090464	Y3_liq.mzML	culture_fungal	culture_fungal	1357716|Batrachochytrium salamandrivorans	2022	liquid	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Y3_liq	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not specified	not specified	not specified	MSV000090464_Y3_liq	not applicable	not applicable	not applicable	Batrachochytrium salamandrivorans	Y	3	liq	sample	False	False		96	Mature	50% TGHL	7.5x10^6	False	True		1/24/2021	1/28/2021	nest 25cm^2 cell culture flask, non-TC	NA
MSV000090464	Y3_spores.mzML	culture_fungal	culture_fungal	1357716|Batrachochytrium salamandrivorans	2022	solid material, dried	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Y3_spores	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not specified	not specified	not specified	MSV000090464_Y3_spores	not applicable	not applicable	not applicable	Batrachochytrium salamandrivorans	Y	3	spore	sample	False	True	Y3C_liq.mzML	96	Mature	50% TGHL	7.5x10^6	False	True		1/24/2021	1/28/2021	nest 25cm^2 cell culture flask, non-TC	NA
MSV000090464	Y3C_liq.mzML	culture_fungal	culture_fungal	1357716|Batrachochytrium salamandrivorans	2022	liquid	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Y3C_liq	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not specified	not specified	not specified	MSV000090464_Y3C_liq	not applicable	not applicable	not applicable	Batrachochytrium salamandrivorans	Y	3	liq	sample	True	False	Y3_spores.mzML	96	Mature	50% TGHL	0	True	True		1/24/2021	1/28/2021	nest 25cm^2 cell culture flask, non-TC	NA
MSV000090464	Z1_liq.mzML	culture_fungal	culture_fungal	1357716|Batrachochytrium salamandrivorans	2022	liquid	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Z1_liq	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not specified	not specified	not specified	MSV000090464_Z1_liq	not applicable	not applicable	not applicable	Batrachochytrium salamandrivorans	Z	1	liq	sample	False	False		8	Zoospore	50% TGHL	7.5x10^6	False	True		1/21/2021	1/21/2021	eppendorf 1.5mL	NA
MSV000090464	Z1_spores.mzML	culture_fungal	culture_fungal	1357716|Batrachochytrium salamandrivorans	2022	solid material, dried	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Z1_spores	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not specified	not specified	not specified	MSV000090464_Z1_spores	not applicable	not applicable	not applicable	Batrachochytrium salamandrivorans	Z	1	spore	sample	False	True	Z1C_liq.mzML	8	Zoospore	50% TGHL	7.5x10^6	False	True		1/21/2021	1/21/2021	eppendorf 1.5mL	NA
MSV000090464	Z1C_liq.mzML	culture_fungal	culture_fungal	1357716|Batrachochytrium salamandrivorans	2022	liquid	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Z1C_liq	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not specified	not specified	not specified	MSV000090464_Z1C_liq	not applicable	not applicable	not applicable	Batrachochytrium salamandrivorans	Z	1	liq	sample	True	False	Z1_spores.mzML	8	Zoospore	50% TGHL	0	True	True		1/21/2021	1/21/2021	eppendorf 1.5mL	NA
MSV000090464	Z2_liq.mzML	culture_fungal	culture_fungal	1357716|Batrachochytrium salamandrivorans	2022	liquid	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Z2_liq	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not specified	not specified	not specified	MSV000090464_Z2_liq	not applicable	not applicable	not applicable	Batrachochytrium salamandrivorans	Z	2	liq	sample	False	False		48	Sporangium	50% TGHL	7.5x10^6	False	True		1/21/2021	1/23/2021	nest 25cm^2 cell culture flask, non-TC	NA
MSV000090464	Z2_spores.mzML	culture_fungal	culture_fungal	1357716|Batrachochytrium salamandrivorans	2022	solid material, dried	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Z2_spores	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not specified	not specified	not specified	MSV000090464_Z2_spores	not applicable	not applicable	not applicable	Batrachochytrium salamandrivorans	Z	2	spore	sample	False	True	Z2C_liq.mzML	48	Sporangium	50% TGHL	7.5x10^6	False	True		1/21/2021	1/23/2021	nest 25cm^2 cell culture flask, non-TC	NA
MSV000090464	Z2C_liq.mzML	culture_fungal	culture_fungal	1357716|Batrachochytrium salamandrivorans	2022	liquid	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Z2C_liq	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not specified	not specified	not specified	MSV000090464_Z2C_liq	not applicable	not applicable	not applicable	Batrachochytrium salamandrivorans	Z	2	liq	sample	True	False	Z2_spores.mzML	48	Sporangium	50% TGHL	0	True	True		1/21/2021	1/23/2021	nest 25cm^2 cell culture flask, non-TC	NA
MSV000090464	Z3_liq.mzML	culture_fungal	culture_fungal	1357716|Batrachochytrium salamandrivorans	2022	liquid	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Z3_liq	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not specified	not specified	not specified	MSV000090464_Z3_liq	not applicable	not applicable	not applicable	Batrachochytrium salamandrivorans	Z	3	liq	sample	False	False		96	Mature	50% TGHL	7.5x10^6	False	True		1/21/2021	1/25/2021	nest 25cm^2 cell culture flask, non-TC	NA
MSV000090464	Z3_spores.mzML	culture_fungal	culture_fungal	1357716|Batrachochytrium salamandrivorans	2022	solid material, dried	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Z3_spores	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not specified	not specified	not specified	MSV000090464_Z3_spores	not applicable	not applicable	not applicable	Batrachochytrium salamandrivorans	Z	3	spore	sample	False	True	Z3C_liq.mzML	96	Mature	50% TGHL	7.5x10^6	False	True		1/21/2021	1/25/2021	nest 25cm^2 cell culture flask, non-TC	NA
MSV000090464	Z3C_liq.mzML	culture_fungal	culture_fungal	1357716|Batrachochytrium salamandrivorans	2022	liquid	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Z3C_liq	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not specified	not specified	not specified	MSV000090464_Z3C_liq	not applicable	not applicable	not applicable	Batrachochytrium salamandrivorans	Z	3	liq	sample	True	False	Z3_spores.mzML	96	Mature	50% TGHL	0	True	True		1/21/2021	1/25/2021	nest 25cm^2 cell culture flask, non-TC	NA
MSV000090464	IS_0.mzML	blank_analysis	blank_analysis	not applicable	2022	not applicable	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	IS_0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090464_IS_0	not applicable	not applicable	not applicable	not applicable	IS		other	IS	False	False			NA	NA	NA	False	False	QC/IS sample - not a biological sample for condition comparison	NA	NA	NA	NA
MSV000090464	IS_1.mzML	blank_analysis	blank_analysis	not applicable	2022	not applicable	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	IS_1	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090464_IS_1	not applicable	not applicable	not applicable	not applicable	IS		other	IS	False	False			NA	NA	NA	False	False	QC/IS sample - not a biological sample for condition comparison	NA	NA	NA	NA
MSV000090464	IS_2.mzML	blank_analysis	blank_analysis	not applicable	2022	not applicable	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	IS_2	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090464_IS_2	not applicable	not applicable	not applicable	not applicable	IS		other	IS	False	False			NA	NA	NA	False	False	QC/IS sample - not a biological sample for condition comparison	NA	NA	NA	NA
MSV000090464	IS_3.mzML	blank_analysis	blank_analysis	not applicable	2022	not applicable	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	IS_3	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090464_IS_3	not applicable	not applicable	not applicable	not applicable	IS		other	IS	False	False			NA	NA	NA	False	False	QC/IS sample - not a biological sample for condition comparison	NA	NA	NA	NA
MSV000090464	IS_4.mzML	blank_analysis	blank_analysis	not applicable	2022	not applicable	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	IS_4	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090464_IS_4	not applicable	not applicable	not applicable	not applicable	IS		other	IS	False	False			NA	NA	NA	False	False	QC/IS sample - not a biological sample for condition comparison	NA	NA	NA	NA
MSV000090464	IS_5.mzML	blank_analysis	blank_analysis	not applicable	2022	not applicable	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	IS_5	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090464_IS_5	not applicable	not applicable	not applicable	not applicable	IS		other	IS	False	False			NA	NA	NA	False	False	QC/IS sample - not a biological sample for condition comparison	NA	NA	NA	NA
MSV000090464	IS_6.mzML	blank_analysis	blank_analysis	not applicable	2022	not applicable	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	IS_6	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090464_IS_6	not applicable	not applicable	not applicable	not applicable	IS		other	IS	False	False			NA	NA	NA	False	False	QC/IS sample - not a biological sample for condition comparison	NA	NA	NA	NA
MSV000090464	IS_7.mzML	blank_analysis	blank_analysis	not applicable	2022	not applicable	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	IS_7	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090464_IS_7	not applicable	not applicable	not applicable	not applicable	IS		other	IS	False	False			NA	NA	NA	False	False	QC/IS sample - not a biological sample for condition comparison	NA	NA	NA	NA
MSV000090464	IS_8.mzML	blank_analysis	blank_analysis	not applicable	2022	not applicable	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	IS_8	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090464_IS_8	not applicable	not applicable	not applicable	not applicable	IS		other	IS	False	False			NA	NA	NA	False	False	QC/IS sample - not a biological sample for condition comparison	NA	NA	NA	NA
MSV000090464	IS_9.mzML	blank_analysis	blank_analysis	not applicable	2022	not applicable	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	IS_9	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090464_IS_9	not applicable	not applicable	not applicable	not applicable	IS		other	IS	False	False			NA	NA	NA	False	False	QC/IS sample - not a biological sample for condition comparison	NA	NA	NA	NA
MSV000090464	IS_10.mzML	blank_analysis	blank_analysis	not applicable	2022	not applicable	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	IS_10	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090464_IS_10	not applicable	not applicable	not applicable	not applicable	IS		other	IS	False	False			NA	NA	NA	False	False	QC/IS sample - not a biological sample for condition comparison	NA	NA	NA	NA
MSV000090464	IS_11.mzML	blank_analysis	blank_analysis	not applicable	2022	not applicable	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	IS_11	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090464_IS_11	not applicable	not applicable	not applicable	not applicable	IS		other	IS	False	False			NA	NA	NA	False	False	QC/IS sample - not a biological sample for condition comparison	NA	NA	NA	NA
MSV000090464	QC_0.mzML	blank_QC	blank_QC	not applicable	2022	not applicable	methanol-water (1:1)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	QC_0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090464_QC_0	not applicable	not applicable	not applicable	not applicable	QC		other	QC	False	False			NA	NA	NA	False	False	QC/IS sample - not a biological sample for condition comparison	NA	NA	NA	NA
MSV000090464	QC_1.mzML	blank_QC	blank_QC	not applicable	2022	not applicable	methanol-water (1:1)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	QC_1	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090464_QC_1	not applicable	not applicable	not applicable	not applicable	QC		other	QC	False	False			NA	NA	NA	False	False	QC/IS sample - not a biological sample for condition comparison	NA	NA	NA	NA
MSV000090464	QC_2.mzML	blank_QC	blank_QC	not applicable	2022	not applicable	methanol-water (1:1)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	QC_2	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090464_QC_2	not applicable	not applicable	not applicable	not applicable	QC		other	QC	False	False			NA	NA	NA	False	False	QC/IS sample - not a biological sample for condition comparison	NA	NA	NA	NA
MSV000090464	QC_3.mzML	blank_QC	blank_QC	not applicable	2022	not applicable	methanol-water (1:1)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	QC_3	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090464_QC_3	not applicable	not applicable	not applicable	not applicable	QC		other	QC	False	False			NA	NA	NA	False	False	QC/IS sample - not a biological sample for condition comparison	NA	NA	NA	NA
MSV000090464	QC_4.mzML	blank_QC	blank_QC	not applicable	2022	not applicable	methanol-water (1:1)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	QC_4	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090464_QC_4	not applicable	not applicable	not applicable	not applicable	QC		other	QC	False	False			NA	NA	NA	False	False	QC/IS sample - not a biological sample for condition comparison	NA	NA	NA	NA
MSV000090464	QC_5.mzML	blank_QC	blank_QC	not applicable	2022	not applicable	methanol-water (1:1)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	QC_5	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090464_QC_5	not applicable	not applicable	not applicable	not applicable	QC		other	QC	False	False			NA	NA	NA	False	False	QC/IS sample - not a biological sample for condition comparison	NA	NA	NA	NA
MSV000090464	QC_6.mzML	blank_QC	blank_QC	not applicable	2022	not applicable	methanol-water (1:1)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	QC_6	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090464_QC_6	not applicable	not applicable	not applicable	not applicable	QC		other	QC	False	False			NA	NA	NA	False	False	QC/IS sample - not a biological sample for condition comparison	NA	NA	NA	NA
MSV000090464	QC_7.mzML	blank_QC	blank_QC	not applicable	2022	not applicable	methanol-water (1:1)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	QC_7	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090464_QC_7	not applicable	not applicable	not applicable	not applicable	QC		other	QC	False	False			NA	NA	NA	False	False	QC/IS sample - not a biological sample for condition comparison	NA	NA	NA	NA
MSV000090464	QC_8.mzML	blank_QC	blank_QC	not applicable	2022	not applicable	methanol-water (1:1)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	QC_8	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090464_QC_8	not applicable	not applicable	not applicable	not applicable	QC		other	QC	False	False			NA	NA	NA	False	False	QC/IS sample - not a biological sample for condition comparison	NA	NA	NA	NA
MSV000090464	QC_9.mzML	blank_QC	blank_QC	not applicable	2022	not applicable	methanol-water (1:1)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	QC_9	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090464_QC_9	not applicable	not applicable	not applicable	not applicable	QC		other	QC	False	False			NA	NA	NA	False	False	QC/IS sample - not a biological sample for condition comparison	NA	NA	NA	NA
MSV000090464	QC_10.mzML	blank_QC	blank_QC	not applicable	2022	not applicable	methanol-water (1:1)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	QC_10	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090464_QC_10	not applicable	not applicable	not applicable	not applicable	QC		other	QC	False	False			NA	NA	NA	False	False	QC/IS sample - not a biological sample for condition comparison	NA	NA	NA	NA
MSV000090464	QC_11.mzML	blank_QC	blank_QC	not applicable	2022	not applicable	methanol-water (1:1)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	QC_11	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090464_QC_11	not applicable	not applicable	not applicable	not applicable	QC		other	QC	False	False			NA	NA	NA	False	False	QC/IS sample - not a biological sample for condition comparison	NA	NA	NA	NA
