MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	UBERONBodyPartName	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	DepthorAltitudeMeters	qiita_sample_name	UniqueSubjectID	LifeStage	UBERONOntologyIndex	DOIDOntologyIndex	species	plate	replicate	matrix	sample_type	is_C_companion	has_C_companion	companion_of	timepoint_hrs	life_stage	media	seeding_concentration	is_media_control	use_in_analysis	exclusion_reason	date_seeded	date_collected	container	notes
MSV000090464	E3_spore.mzML	culture_fungal	culture_fungal	403673|Batrachochytrium dendrobatidis	2022	solid material, dried	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	E3_spore	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not specified	not specified	not specified	MSV000090464_E3_spore	not applicable	not applicable	not applicable	Batrachochytrium dendrobatidis	E	3	spore	sample	False	True	E3C_liq.mzML	96	Mature	1% Tryptone	7.5x10^6	False	True		3/21/2021	3/24/2021	nest 25cm^2 cell culture flask, non-TC	NA
MSV000090464	E3C_liq.mzML	culture_fungal	culture_fungal	403673|Batrachochytrium dendrobatidis	2022	liquid	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	E3C_liq	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not specified	not specified	not specified	MSV000090464_E3C_liq	not applicable	not applicable	not applicable	Batrachochytrium dendrobatidis	E	3	liq	sample	True	False	E3_spore.mzML	96	Mature	1% Tryptone	0	True	True		3/21/2021	3/24/2021	nest 25cm^2 cell culture flask, non-TC	NA
MSV000090464	F1_liq.mzML	culture_fungal	culture_fungal	403673|Batrachochytrium dendrobatidis	2022	liquid	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	F1_liq	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not specified	not specified	not specified	MSV000090464_F1_liq	not applicable	not applicable	not applicable	Batrachochytrium dendrobatidis	F	1	liq	sample	False	False		8	Zoospore	1% Tryptone	7.5x10^6	False	True		3/22/2021	3/22/2021	eppendorf 1.5mL	NA
MSV000090464	F1_spore.mzML	culture_fungal	culture_fungal	403673|Batrachochytrium dendrobatidis	2022	solid material, dried	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	F1_spore	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not specified	not specified	not specified	MSV000090464_F1_spore	not applicable	not applicable	not applicable	Batrachochytrium dendrobatidis	F	1	spore	sample	False	True	F1C_liq.mzML	8	Zoospore	1% Tryptone	7.5x10^6	False	True		3/22/2021	3/22/2021	eppendorf 1.5mL	NA
MSV000090464	F1C_liq.mzML	culture_fungal	culture_fungal	403673|Batrachochytrium dendrobatidis	2022	liquid	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	F1C_liq	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not specified	not specified	not specified	MSV000090464_F1C_liq	not applicable	not applicable	not applicable	Batrachochytrium dendrobatidis	F	1	liq	sample	True	False	F1_spore.mzML	8	Zoospore	1% Tryptone	0	True	True		3/22/2021	3/22/2021	eppendorf 1.5mL	NA
MSV000090464	F2_liq.mzML	culture_fungal	culture_fungal	403673|Batrachochytrium dendrobatidis	2022	liquid	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	F2_liq	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not specified	not specified	not specified	MSV000090464_F2_liq	not applicable	not applicable	not applicable	Batrachochytrium dendrobatidis	F	2	liq	sample	False	False		48	Sporangium	1% Tryptone	7.5x10^6	False	True		3/22/2021	3/23/2021	nest 25cm^2 cell culture flask, non-TC	NA
MSV000090464	F2_spore.mzML	culture_fungal	culture_fungal	403673|Batrachochytrium dendrobatidis	2022	solid material, dried	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	F2_spore	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not specified	not specified	not specified	MSV000090464_F2_spore	not applicable	not applicable	not applicable	Batrachochytrium dendrobatidis	F	2	spore	sample	False	True	F2C_liq.mzML	48	Sporangium	1% Tryptone	7.5x10^6	False	True		3/22/2021	3/23/2021	nest 25cm^2 cell culture flask, non-TC	NA
MSV000090464	F2C_liq.mzML	culture_fungal	culture_fungal	403673|Batrachochytrium dendrobatidis	2022	liquid	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	F2C_liq	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not specified	not specified	not specified	MSV000090464_F2C_liq	not applicable	not applicable	not applicable	Batrachochytrium dendrobatidis	F	2	liq	sample	True	False	F2_spore.mzML	48	Sporangium	1% Tryptone	0	True	True		3/22/2021	3/23/2021	nest 25cm^2 cell culture flask, non-TC	NA
MSV000090464	F3_liq.mzML	culture_fungal	culture_fungal	403673|Batrachochytrium dendrobatidis	2022	liquid	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	F3_liq	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not specified	not specified	not specified	MSV000090464_F3_liq	not applicable	not applicable	not applicable	Batrachochytrium dendrobatidis	F	3	liq	sample	False	False		96	Mature	1% Tryptone	7.5x10^6	False	True		3/22/2021	3/25/2021	nest 25cm^2 cell culture flask, non-TC	NA
MSV000090464	F3_spore.mzML	culture_fungal	culture_fungal	403673|Batrachochytrium dendrobatidis	2022	solid material, dried	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	F3_spore	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not specified	not specified	not specified	MSV000090464_F3_spore	not applicable	not applicable	not applicable	Batrachochytrium dendrobatidis	F	3	spore	sample	False	True	F3C_liq.mzML	96	Mature	1% Tryptone	7.5x10^6	False	True		3/22/2021	3/25/2021	nest 25cm^2 cell culture flask, non-TC	NA
MSV000090464	F3C_liq.mzML	culture_fungal	culture_fungal	403673|Batrachochytrium dendrobatidis	2022	liquid	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	F3C_liq	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not specified	not specified	not specified	MSV000090464_F3C_liq	not applicable	not applicable	not applicable	Batrachochytrium dendrobatidis	F	3	liq	sample	True	False	F3_spore.mzML	96	Mature	1% Tryptone	0	True	True		3/22/2021	3/25/2021	nest 25cm^2 cell culture flask, non-TC	NA
MSV000090464	V1_liq.mzML	culture_fungal	culture_fungal	1357716|Batrachochytrium salamandrivorans	2022	liquid	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	V1_liq	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not specified	not specified	not specified	MSV000090464_V1_liq	not applicable	not applicable	not applicable	Batrachochytrium salamandrivorans	V	1	liq	sample	False	False		8	Zoospore	50% TGHL	7.5x10^6	False	True		1/27/2021	1/27/2021	eppendorf 1.5mL	NA
MSV000090464	V1_spores.mzML	culture_fungal	culture_fungal	1357716|Batrachochytrium salamandrivorans	2022	solid material, dried	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	V1_spores	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not specified	not specified	not specified	MSV000090464_V1_spores	not applicable	not applicable	not applicable	Batrachochytrium salamandrivorans	V	1	spore	sample	False	True	V1C_liq.mzML	8	Zoospore	50% TGHL	7.5x10^6	False	True		1/27/2021	1/27/2021	eppendorf 1.5mL	NA
MSV000090464	V1C_liq.mzML	culture_fungal	culture_fungal	1357716|Batrachochytrium salamandrivorans	2022	liquid	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	V1C_liq	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not specified	not specified	not specified	MSV000090464_V1C_liq	not applicable	not applicable	not applicable	Batrachochytrium salamandrivorans	V	1	liq	sample	True	False	V1_spores.mzML	8	Zoospore	50% TGHL	0	True	True		1/27/2021	1/27/2021	eppendorf 1.5mL	NA
MSV000090464	V2_liq.mzML	culture_fungal	culture_fungal	1357716|Batrachochytrium salamandrivorans	2022	liquid	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	V2_liq	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not specified	not specified	not specified	MSV000090464_V2_liq	not applicable	not applicable	not applicable	Batrachochytrium salamandrivorans	V	2	liq	sample	False	False		48	Sporangium	50% TGHL	7.5x10^6	False	True		1/27/2021	1/29/2021	nest 25cm^2 cell culture flask, non-TC	NA
MSV000090464	V2_spores.mzML	culture_fungal	culture_fungal	1357716|Batrachochytrium salamandrivorans	2022	solid material, dried	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	V2_spores	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not specified	not specified	not specified	MSV000090464_V2_spores	not applicable	not applicable	not applicable	Batrachochytrium salamandrivorans	V	2	spore	sample	False	True	V2C_liq.mzML	48	Sporangium	50% TGHL	7.5x10^6	False	True		1/27/2021	1/29/2021	nest 25cm^2 cell culture flask, non-TC	NA
MSV000090464	V2C_liq.mzML	culture_fungal	culture_fungal	1357716|Batrachochytrium salamandrivorans	2022	liquid	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	V2C_liq	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not specified	not specified	not specified	MSV000090464_V2C_liq	not applicable	not applicable	not applicable	Batrachochytrium salamandrivorans	V	2	liq	sample	True	False	V2_spores.mzML	48	Sporangium	50% TGHL	0	True	True		1/27/2021	1/29/2021	nest 25cm^2 cell culture flask, non-TC	NA
MSV000090464	V3_liq.mzML	culture_fungal	culture_fungal	1357716|Batrachochytrium salamandrivorans	2022	liquid	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	V3_liq	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not specified	not specified	not specified	MSV000090464_V3_liq	not applicable	not applicable	not applicable	Batrachochytrium salamandrivorans	V	3	liq	sample	False	False		96	Mature	50% TGHL	7.5x10^6	False	True		1/27/2021	1/31/2021	nest 25cm^2 cell culture flask, non-TC	NA
MSV000090464	V3_spores.mzML	culture_fungal	culture_fungal	1357716|Batrachochytrium salamandrivorans	2022	solid material, dried	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	V3_spores	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not specified	not specified	not specified	MSV000090464_V3_spores	not applicable	not applicable	not applicable	Batrachochytrium salamandrivorans	V	3	spore	sample	False	True	V3C_liq.mzML	96	Mature	50% TGHL	7.5x10^6	False	True		1/27/2021	1/31/2021	nest 25cm^2 cell culture flask, non-TC	NA
MSV000090464	V3C_liq.mzML	culture_fungal	culture_fungal	1357716|Batrachochytrium salamandrivorans	2022	liquid	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	V3C_liq	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not specified	not specified	not specified	MSV000090464_V3C_liq	not applicable	not applicable	not applicable	Batrachochytrium salamandrivorans	V	3	liq	sample	True	False	V3_spores.mzML	96	Mature	50% TGHL	0	True	True		1/27/2021	1/31/2021	nest 25cm^2 cell culture flask, non-TC	NA
MSV000090464	W1_liq.mzML	culture_fungal	culture_fungal	1357716|Batrachochytrium salamandrivorans	2022	liquid	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	W1_liq	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not specified	not specified	not specified	MSV000090464_W1_liq	not applicable	not applicable	not applicable	Batrachochytrium salamandrivorans	W	1	liq	sample	False	False		8	Zoospore	50% TGHL	7.5x10^6	False	True		1/26/2021	1/26/2021	eppendorf 1.5mL	NA
MSV000090464	W1_spores.mzML	culture_fungal	culture_fungal	1357716|Batrachochytrium salamandrivorans	2022	solid material, dried	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	W1_spores	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not specified	not specified	not specified	MSV000090464_W1_spores	not applicable	not applicable	not applicable	Batrachochytrium salamandrivorans	W	1	spore	sample	False	True	W1C_liq.mzML	8	Zoospore	50% TGHL	7.5x10^6	False	True		1/26/2021	1/26/2021	eppendorf 1.5mL	NA
MSV000090464	W1C_liq.mzML	culture_fungal	culture_fungal	1357716|Batrachochytrium salamandrivorans	2022	liquid	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	W1C_liq	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not specified	not specified	not specified	MSV000090464_W1C_liq	not applicable	not applicable	not applicable	Batrachochytrium salamandrivorans	W	1	liq	sample	True	False	W1_spores.mzML	8	Zoospore	50% TGHL	0	True	True		1/26/2021	1/26/2021	eppendorf 1.5mL	NA
MSV000090464	W2_liq.mzML	culture_fungal	culture_fungal	1357716|Batrachochytrium salamandrivorans	2022	liquid	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	W2_liq	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not specified	not specified	not specified	MSV000090464_W2_liq	not applicable	not applicable	not applicable	Batrachochytrium salamandrivorans	W	2	liq	sample	False	False		48	Sporangium	50% TGHL	7.5x10^6	False	True		1/26/2021	1/28/2021	nest 25cm^2 cell culture flask, non-TC	NA
MSV000090464	W2_spores.mzML	culture_fungal	culture_fungal	1357716|Batrachochytrium salamandrivorans	2022	solid material, dried	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	W2_spores	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not specified	not specified	not specified	MSV000090464_W2_spores	not applicable	not applicable	not applicable	Batrachochytrium salamandrivorans	W	2	spore	sample	False	True	W2C_liq.mzML	48	Sporangium	50% TGHL	7.5x10^6	False	True		1/26/2021	1/28/2021	nest 25cm^2 cell culture flask, non-TC	NA
MSV000090464	W2C_liq.mzML	culture_fungal	culture_fungal	1357716|Batrachochytrium salamandrivorans	2022	liquid	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	W2C_liq	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not specified	not specified	not specified	MSV000090464_W2C_liq	not applicable	not applicable	not applicable	Batrachochytrium salamandrivorans	W	2	liq	sample	True	False	W2_spores.mzML	48	Sporangium	50% TGHL	0	True	True		1/26/2021	1/28/2021	nest 25cm^2 cell culture flask, non-TC	NA
MSV000090464	W3_liq.mzML	culture_fungal	culture_fungal	1357716|Batrachochytrium salamandrivorans	2022	liquid	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	W3_liq	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not specified	not specified	not specified	MSV000090464_W3_liq	not applicable	not applicable	not applicable	Batrachochytrium salamandrivorans	W	3	liq	sample	False	False		96	Mature	50% TGHL	7.5x10^6	False	True		1/26/2021	1/30/2021	nest 25cm^2 cell culture flask, non-TC	NA
MSV000090464	W3_spores.mzML	culture_fungal	culture_fungal	1357716|Batrachochytrium salamandrivorans	2022	solid material, dried	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	W3_spores	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not specified	not specified	not specified	MSV000090464_W3_spores	not applicable	not applicable	not applicable	Batrachochytrium salamandrivorans	W	3	spore	sample	False	True	W3C_liq.mzML	96	Mature	50% TGHL	7.5x10^6	False	True		1/26/2021	1/30/2021	nest 25cm^2 cell culture flask, non-TC	NA
MSV000090464	W3C_liq.mzML	culture_fungal	culture_fungal	1357716|Batrachochytrium salamandrivorans	2022	liquid	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	W3C_liq	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not specified	not specified	not specified	MSV000090464_W3C_liq	not applicable	not applicable	not applicable	Batrachochytrium salamandrivorans	W	3	liq	sample	True	False	W3_spores.mzML	96	Mature	50% TGHL	0	True	True		1/26/2021	1/30/2021	nest 25cm^2 cell culture flask, non-TC	NA
MSV000090464	X1_liq.mzML	culture_fungal	culture_fungal	1357716|Batrachochytrium salamandrivorans	2022	liquid	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	X1_liq	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not specified	not specified	not specified	MSV000090464_X1_liq	not applicable	not applicable	not applicable	Batrachochytrium salamandrivorans	X	1	liq	sample	False	False		8	Zoospore	50% TGHL	7.5x10^6	False	True		1/23/2021	1/23/2021	eppendorf 1.5mL	NA
MSV000090464	X1_spores.mzML	culture_fungal	culture_fungal	1357716|Batrachochytrium salamandrivorans	2022	solid material, dried	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	X1_spores	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not specified	not specified	not specified	MSV000090464_X1_spores	not applicable	not applicable	not applicable	Batrachochytrium salamandrivorans	X	1	spore	sample	False	True	X1C_liq.mzML	8	Zoospore	50% TGHL	7.5x10^6	False	True		1/23/2021	1/23/2021	eppendorf 1.5mL	NA
MSV000090464	X1C_liq.mzML	culture_fungal	culture_fungal	1357716|Batrachochytrium salamandrivorans	2022	liquid	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	X1C_liq	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not specified	not specified	not specified	MSV000090464_X1C_liq	not applicable	not applicable	not applicable	Batrachochytrium salamandrivorans	X	1	liq	sample	True	False	X1_spores.mzML	8	Zoospore	50% TGHL	0	True	True		1/23/2021	1/23/2021	eppendorf 1.5mL	NA
MSV000090464	X2_liq.mzML	culture_fungal	culture_fungal	1357716|Batrachochytrium salamandrivorans	2022	liquid	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	X2_liq	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not specified	not specified	not specified	MSV000090464_X2_liq	not applicable	not applicable	not applicable	Batrachochytrium salamandrivorans	X	2	liq	sample	False	False		48	Sporangium	50% TGHL	7.5x10^6	False	True		1/23/2021	1/25/2021	nest 25cm^2 cell culture flask, non-TC	NA
MSV000090464	X2_spores.mzML	culture_fungal	culture_fungal	1357716|Batrachochytrium salamandrivorans	2022	solid material, dried	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	X2_spores	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not specified	not specified	not specified	MSV000090464_X2_spores	not applicable	not applicable	not applicable	Batrachochytrium salamandrivorans	X	2	spore	sample	False	True	X2C_liq.mzML	48	Sporangium	50% TGHL	7.5x10^6	False	True		1/23/2021	1/25/2021	nest 25cm^2 cell culture flask, non-TC	NA
MSV000090464	X2C_liq.mzML	culture_fungal	culture_fungal	1357716|Batrachochytrium salamandrivorans	2022	liquid	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	X2C_liq	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not specified	not specified	not specified	MSV000090464_X2C_liq	not applicable	not applicable	not applicable	Batrachochytrium salamandrivorans	X	2	liq	sample	True	False	X2_spores.mzML	48	Sporangium	50% TGHL	0	True	True		1/23/2021	1/25/2021	nest 25cm^2 cell culture flask, non-TC	NA
MSV000090464	X3_liq.mzML	culture_fungal	culture_fungal	1357716|Batrachochytrium salamandrivorans	2022	liquid	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	X3_liq	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not specified	not specified	not specified	MSV000090464_X3_liq	not applicable	not applicable	not applicable	Batrachochytrium salamandrivorans	X	3	liq	sample	False	False		96	Mature	50% TGHL	7.5x10^6	False	True		1/23/2021	1/27/2021	nest 25cm^2 cell culture flask, non-TC	NA
MSV000090464	X3_spores.mzML	culture_fungal	culture_fungal	1357716|Batrachochytrium salamandrivorans	2022	solid material, dried	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	X3_spores	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not specified	not specified	not specified	MSV000090464_X3_spores	not applicable	not applicable	not applicable	Batrachochytrium salamandrivorans	X	3	spore	sample	False	True	X3C_liq.mzML	96	Mature	50% TGHL	7.5x10^6	False	True		1/23/2021	1/27/2021	nest 25cm^2 cell culture flask, non-TC	NA
MSV000090464	X3C_liq.mzML	culture_fungal	culture_fungal	1357716|Batrachochytrium salamandrivorans	2022	liquid	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	X3C_liq	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not specified	not specified	not specified	MSV000090464_X3C_liq	not applicable	not applicable	not applicable	Batrachochytrium salamandrivorans	X	3	liq	sample	True	False	X3_spores.mzML	96	Mature	50% TGHL	0	True	True		1/23/2021	1/27/2021	nest 25cm^2 cell culture flask, non-TC	NA
MSV000090464	Y1_liq.mzML	culture_fungal	culture_fungal	1357716|Batrachochytrium salamandrivorans	2022	liquid	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Y1_liq	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not specified	not specified	not specified	MSV000090464_Y1_liq	not applicable	not applicable	not applicable	Batrachochytrium salamandrivorans	Y	1	liq	sample	False	False		8	Zoospore	50% TGHL	7.5x10^6	False	True		1/24/2021	1/24/2021	eppendorf 1.5mL	NA
MSV000090464	Y1_spores.mzML	culture_fungal	culture_fungal	1357716|Batrachochytrium salamandrivorans	2022	solid material, dried	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Y1_spores	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not specified	not specified	not specified	MSV000090464_Y1_spores	not applicable	not applicable	not applicable	Batrachochytrium salamandrivorans	Y	1	spore	sample	False	True	Y1C_liq.mzML	8	Zoospore	50% TGHL	7.5x10^6	False	True		1/24/2021	1/24/2021	eppendorf 1.5mL	NA
MSV000090464	Y1C_liq.mzML	culture_fungal	culture_fungal	1357716|Batrachochytrium salamandrivorans	2022	liquid	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Y1C_liq	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not specified	not specified	not specified	MSV000090464_Y1C_liq	not applicable	not applicable	not applicable	Batrachochytrium salamandrivorans	Y	1	liq	sample	True	False	Y1_spores.mzML	8	Zoospore	50% TGHL	0	True	True		1/24/2021	1/24/2021	eppendorf 1.5mL	NA
MSV000090464	Y2_liq.mzML	culture_fungal	culture_fungal	1357716|Batrachochytrium salamandrivorans	2022	liquid	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Y2_liq	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not specified	not specified	not specified	MSV000090464_Y2_liq	not applicable	not applicable	not applicable	Batrachochytrium salamandrivorans	Y	2	liq	sample	False	False		48	Sporangium	50% TGHL	7.5x10^6	False	True		1/24/2021	1/26/2021	nest 25cm^2 cell culture flask, non-TC	NA
MSV000090464	Y2_spores.mzML	culture_fungal	culture_fungal	1357716|Batrachochytrium salamandrivorans	2022	solid material, dried	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Y2_spores	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2022 12:00	United States of America	not applicable	not specified	not specified	not specified	MSV000090464_Y2_spores	not applicable	not applicable	not applicable	Batrachochytrium salamandrivorans	Y	2	spore	sample	False	True	Y2C_liq.mzML	48	Sporangium	50% TGHL	7.5x10^6	False	True		1/24/2021	1/26/2021	nest 25cm^2 cell culture flask, non-TC	NA
