sample_id,PCoA1,PCoA2
A1_liq,0.20043745331620066,0.08718312105460255
A1_spore,-0.43342844938976954,0.1566269820685494
A1C_liq,0.20678907537282645,0.08222335244812873
A2_liq,0.205789426765264,0.07941144108751105
A2_spore,-0.4292091405141955,0.1595771035747041
A2C_liq,0.2075167207761691,0.08153968429154483
A3_liq,0.16433066964785842,0.08869422369579795
A3_spore,-0.3941678014470134,0.11124808885852881
A3C_liq,0.19809543524689693,0.07904748176075735
C1_liq,0.20001447761115165,0.0853511656980001
C1_spore,-0.30092766722519587,0.11183069131789351
C1C_liq,0.20477042008026256,0.08324859663352163
C2_liq,0.19706889513720915,0.0793907534959053
C2_spore,-0.35437446626391467,0.1257093013902481
C2C_liq,0.2016200950667568,0.08437654493341984
C3_liq,0.1623050178001306,0.08551869842374968
C3_spore,-0.3846562880109893,0.10407331988571453
C3C_liq,0.19489333995950459,0.08889256091103531
D1_liq,0.2093344021676557,0.08701999065742703
D1_spore,-0.3209086091658357,0.18720399815953057
D1C_liq,0.20900905263081215,0.08258529247141795
D3_liq,0.19910592022465629,0.0839485249891728
D3_spore,-0.22092104171681207,0.14977826747026932
D3C_liq,0.2049096755483654,0.0836593121879126
D4_liq,0.1662894600319822,0.08601825684903573
D4_spore,-0.39139315186449086,0.11367312341401724
D4C_liq,0.19755389503150952,0.0830006635212969
E1_liq,0.19713724340688066,0.08858589445126619
E1_spore,-0.3736410519117233,0.19976674212368317
E1C_liq,0.20520130128245684,0.08494748060958794
E2_liq,0.2048316108006725,0.08385132142723024
E2_spore,-0.3520567907486044,0.1595698352008988
E2C_liq,0.20348864107814107,0.0798719090350915
E3_liq,0.17272156934559504,0.08476475741362217
E3_spore,-0.36124300423518596,0.10277537330247123
E3C_liq,0.20030527077074217,0.08365608442185334
F1_liq,0.1975999818231388,0.0878608184587555
F1_spore,-0.38448271777627224,0.13991446667209145
F1C_liq,0.20288870695596425,0.08326787228156252
F2_liq,0.19368207849354233,0.08857110181587494
F2_spore,-0.3184693292769117,0.1620089570485732
F2C_liq,0.2018844105464799,0.08336059201175217
F3_liq,0.1661800002620168,0.0905524211736386
F3_spore,-0.3982730499385198,0.10819048111676526
F3C_liq,0.20941318108371304,0.0880017711945313
V1_liq,0.17941704015932822,-0.08559395982711696
V1_spores,-0.3851317736675633,-0.052209776810884546
V1C_liq,0.19600047240196378,-0.07678571080839094
V2_liq,0.17271417312553808,-0.10778318197328013
V2_spores,-0.41121257410611795,-0.16927444892413354
V2C_liq,0.1955814295246096,-0.07450770912508108
V3_liq,0.10627841562071583,-0.15225009523009855
V3_spores,-0.3891100949133651,-0.17965187615898662
V3C_liq,0.1855575047207732,-0.0565738376734481
W1_liq,0.18899329502303533,-0.0813562829049277
W1_spores,-0.28033656834025444,-0.09187367630915795
W1C_liq,0.1999690973557162,-0.07718250643728168
W2_liq,0.17447956937573705,-0.10861981146808439
W2_spores,-0.42125474627462134,-0.17168582082916728
W2C_liq,0.1984413157181817,-0.07436890091586454
W3_liq,0.10500187637427631,-0.148765695189674
W3_spores,-0.4074911552971039,-0.16040457623356466
W3C_liq,0.19344551514464764,-0.07924893403217803
X1_liq,0.19713519482677494,-0.08340190294165661
X1_spores,-0.3535832931534043,-0.04293988705418024
X1C_liq,0.2046064028063396,-0.0767049340903196
X2_liq,0.1956616375189808,-0.08968311755015823
X2_spores,-0.3635079988896948,-0.14134918031136406
X2C_liq,0.1985777458574397,-0.07720258587602837
X3_liq,0.13131140021088833,-0.11623403117984533
X3_spores,-0.4192379706824827,-0.14705278760250812
X3C_liq,0.1984256727202646,-0.07438675068801058
Y1_liq,0.1712218447298837,-0.08929433207687443
Y1_spores,-0.3164862260465902,-0.03573408176281906
Y1C_liq,0.18086299241562076,-0.0811756844856913
Y2_liq,0.15415386321807079,-0.1156455927878712
Y2_spores,-0.3650796356988732,-0.14204342782211538
Y2C_liq,0.17846836834732874,-0.08465135648240052
Y3_liq,0.08329786377141694,-0.1640880843131204
Y3_spores,-0.37288787632554476,-0.13948517851239917
Y3C_liq,0.174967564856644,-0.08686016068822931
Z1_liq,0.18603488765389478,-0.06967629136756537
Z1_spores,-0.37957122068884935,-0.057953044294373104
Z1C_liq,0.19836049578575857,-0.07080740419891314
Z2_liq,0.17147816412981165,-0.11066520115042104
Z2_spores,-0.40418440210363366,-0.1722124358478495
Z2C_liq,0.19305252876981843,-0.0700678584322858
Z3_liq,0.10841965998445602,-0.1345592824420643
Z3_spores,-0.41711599112486875,-0.1380360650090649
Z3C_liq,0.1972606663859325,-0.07030096118949049
