sample_id,PCoA1,PCoA2
V1_liq,0.19067335085974305,0.0018375553924047877
V1_spores,-0.3793175603044921,0.21073164728028024
V1C_liq,0.20754283210598146,0.008945120682038283
V2_liq,0.18781223816733977,-0.02034009853031706
V2_spores,-0.40573741569652816,-0.021969056676092027
V2C_liq,0.20854234283840686,0.003117897809426119
V3_liq,0.12390641510884004,-0.036578144459208164
V3_spores,-0.3947531025379487,-0.12667762635684346
V3C_liq,0.2035800461802664,0.017756934695453325
W1_liq,0.2002346460708155,0.0036910654178583598
W1_spores,-0.26187180726770476,0.19646094828461563
W1C_liq,0.21142736810487298,0.011803297772404115
W2_liq,0.18965447974243202,-0.02304236936792124
W2_spores,-0.42616285526633585,-0.11316792818329062
W2C_liq,0.21047033334976456,0.00022432040443791666
W3_liq,0.1233430966111668,-0.032877320545578605
W3_spores,-0.4222440897440748,-0.16843656019828057
W3C_liq,0.2059062311240951,-0.00022875465930233748
X1_liq,0.2101432057992269,0.01474956808790992
X1_spores,-0.329740615156128,0.3281155964476023
X1C_liq,0.21777407243148594,0.007787408215669715
X2_liq,0.20895890848982943,-0.006839071640141659
X2_spores,-0.3463695472540162,0.04830704562263416
X2C_liq,0.21053961376544675,0.0013612495177608738
X3_liq,0.1522395462688732,-0.01748794214093066
X3_spores,-0.4274067770153447,-0.11736818569489106
X3C_liq,0.210733018944987,0.006036719825931368
Y1_liq,0.18405882580755295,0.00042952743143160444
Y1_spores,-0.30467799716164895,0.25570350199268205
Y1C_liq,0.1940471355283655,-0.005149511585568913
Y2_liq,0.17070417138461136,-0.02073946275957476
Y2_spores,-0.35953151191381844,-0.06885525466484675
Y2C_liq,0.19163065732152088,-0.011403294042761932
Y3_liq,0.10321173863601316,-0.04870176817441377
Y3_spores,-0.3873980728096154,-0.17261832103524952
Y3C_liq,0.18836636802419238,-0.003824779522218086
Z1_liq,0.2003877689070956,0.0029044936042308812
Z1_spores,-0.36439393624576005,0.22301360641892326
Z1C_liq,0.21272643579998643,0.00964169258814938
Z2_liq,0.1877193407590118,-0.020997875559058295
Z2_spores,-0.4107621219310287,-0.139768392289775
Z2C_liq,0.20721824239627726,0.0031409708122993553
Z3_liq,0.12595117045147816,-0.03600979823057779
Z3_spores,-0.42985979253153256,-0.14122503644606826
Z3C_liq,0.21072360185629635,-0.0014536155412336249
