row_id	mz	rt	median_a	median_b	log2FC_a_over_b	prevalence_a	prevalence_b	prevalence_diff	U_stat	p_value	q_value
216	498.3716	6.914607	0.0	0.005853985712295884	-13.353642504005608	0.2	1.0	-0.8	0.0	0.007936507936507936	0.016797940188853583
4726	182.9856	0.548462	0.0	0.004143776683409958	-12.855226416358413	0.0	1.0	-1.0	0.0	0.007936507936507936	0.016797940188853583
1983	519.3457	6.994017	0.0	0.0027563209813807866	-12.267122067994293	0.0	1.0	-1.0	0.0	0.007936507936507936	0.016797940188853583
408	652.9059	2.406	0.0025406610784944844	0.0	12.149606942493028	1.0	0.4	0.6	25.0	0.007936507936507936	0.016797940188853583
218	264.1355	0.622	0.0021155081405580685	0.0	11.88547105706335	1.0	0.4	0.6	25.0	0.007936507936507936	0.016797940188853583
402	577.303	1.581	0.0020639172894828155	0.0	11.849861508100595	1.0	0.0	1.0	25.0	0.007936507936507936	0.016797940188853583
473	1058.5812	2.04	0.001854545623333714	0.0	11.695586236239713	1.0	0.0	1.0	25.0	0.007936507936507936	0.016797940188853583
621	1350.7302	3.321	0.001806973349086984	0.0	11.658107155893095	1.0	0.0	1.0	25.0	0.007936507936507936	0.016797940188853583
419	644.3518	3.276	0.0017723204404890025	0.0	11.630180126826705	1.0	0.2	0.8	25.0	0.007936507936507936	0.016797940188853583
571	909.5075	2.072	0.001503879560107583	0.0	11.393310926885519	1.0	0.4	0.6	25.0	0.007936507936507936	0.016797940188853583
670	642.3218	1.88	0.001435630723383704	0.0	11.326332095606023	1.0	0.4	0.6	25.0	0.007936507936507936	0.016797940188853583
3283	756.5813	10.685177	0.0	0.0014066007549683953	-11.29687188452649	0.2	1.0	-0.8	0.0	0.007936507936507936	0.016797940188853583
528	644.8561	3.276	0.0013912880261134966	0.0	11.281086418219983	1.0	0.0	1.0	25.0	0.007936507936507936	0.016797940188853583
3617	278.1659	4.656834	0.0	0.0013899310558754526	-11.279679188322303	0.4	1.0	-0.6	0.0	0.007936507936507936	0.016797940188853583
22551	169.9773	0.588757	0.0	0.0013825329821388146	-11.271982868447708	0.4	1.0	-0.6	0.0	0.007936507936507936	0.016797940188853583
2001	1354.7389	10.725702	0.0	0.0013247104045644215	-11.210371441153185	0.4	1.0	-0.6	0.0	0.007936507936507936	0.016797940188853583
967	575.3793	1.722	0.0012086975771423908	0.0	11.078206192616095	1.0	0.0	1.0	25.0	0.007936507936507936	0.016797940188853583
685	1303.7988	2.405	0.0011928417001651956	0.0	11.059164341212453	1.0	0.0	1.0	25.0	0.007936507936507936	0.016797940188853583
7440	470.3501	6.7472	0.0	0.001185000872260838	-11.049654337763121	0.2	1.0	-0.8	0.0	0.007936507936507936	0.016797940188853583
807	885.4615	2.026	0.001179914637316104	0.0	11.043451640013325	1.0	0.0	1.0	25.0	0.007936507936507936	0.016797940188853583
